Movie_Title,Director,Actors,Total_Gross,main_genre,budget,genres,id,imdb_id,original_language,original_title,revenue
Beyond Borders,Martin Campbell,"Clive Owen, Angelina Jolie, Linus Roache, Teri Polo",$4.43M,Adventure,35000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",9839,tt0294357,en,Beyond Borders,0.0
The Good Girl,Miguel Arteta,"Jennifer Aniston, Jake Gyllenhaal, Deborah Rush, Mike White",$14.02M,Drama,8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9962,tt0279113,en,The Good Girl,16856124.0
Keeping the Faith,Edward Norton,"Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft",$37.05M,Comedy,30000000,"[{'id': 35, 'name': 'Comedy'}]",4967,tt0171433,en,Keeping the Faith,37036004.0
Along Came a Spider,Lee Tamahori,"Morgan Freeman, Michael Wincott, Monica Potter, Dylan Baker",$74.08M,Drama,60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2043,tt0164334,en,Along Came a Spider,105178561.0
Rules of Engagement,William Friedkin,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce, Ben Kingsley",$61.34M,Drama,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10479,tt0160797,en,Rules of Engagement,71000000.0
Big Daddy,Dennis Dugan,"Adam Sandler, Joey Lauren Adams, Jon Stewart, Cole Sprouse",$163.48M,Comedy,34200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9032,tt0142342,en,Big Daddy,234801895.0
Tin Cup,Ron Shelton,"Kevin Costner, Rene Russo, Don Johnson, Cheech Marin",$53.85M,Comedy,45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10478,tt0117918,en,Tin Cup,53854588.0
Phenomenon,Jon Turteltaub,"John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall",$104.64M,Drama,32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",9294,tt0117333,en,Phenomenon,152036382.0
The Craft,Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True",$24.88M,Drama,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9100,tt0115963,en,The Craft,24769466.0
It Could Happen to You,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce",$37.80M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10660,tt0110167,en,It Could Happen to You,0.0
The Good Son,Joseph Ruben,"Macaulay Culkin, Elijah Wood, Wendy Crewson, David Morse",$44.59M,Drama,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9272,tt0107034,en,The Good Son,44456478.0
Single White Female,Barbet Schroeder,"Bridget Fonda, Jennifer Jason Leigh, Steven Weber, Peter Friedman",$47.92M,Drama,16000000,"[{'id': 53, 'name': 'Thriller'}]",9605,tt0105414,en,Single White Female,48017402.0
Lord of the Flies,Harry Hook,"Balthazar Getty, Chris Furrh, Danuel Pipoly, James Badge Dale",$13.99M,Adventure,250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",9960,tt0057261,en,Lord of the Flies,0.0
Lord of the Flies,Harry Hook,"Balthazar Getty, Chris Furrh, Danuel Pipoly, James Badge Dale",$13.99M,Adventure,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",10847,tt0100054,en,Lord of the Flies,0.0
Always,Steven Spielberg,"Richard Dreyfuss, Holly Hunter, Brad Johnson, John Goodman",$43.86M,Drama,31000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11352,tt0096794,en,Always,74134790.0
Always,Steven Spielberg,"Richard Dreyfuss, Holly Hunter, Brad Johnson, John Goodman",$43.86M,Drama,0,[],144231,tt0088701,en,Always,0.0
Peggy Sue Got Married,Francis Ford Coppola,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks",$41.38M,Comedy,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",10013,tt0091738,en,Peggy Sue Got Married,41382841.0
Prospect,"Directors:Christopher Caldwell, Zeek Earl","Sophie Thatcher, Jay Duplass, Pedro Pascal, Luke Pitzrick",Gross Unkown,Adventure,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",261899,tt3448526,en,Prospect,0.0
The Beguiled,Sofia Coppola,"Nicole Kidman, Kirsten Dunst, Elle Fanning, Colin Farrell",$10.58M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}, {'id': 37, 'name': 'Western'}]",31906,tt0066819,en,The Beguiled,0.0
The Beguiled,Sofia Coppola,"Nicole Kidman, Kirsten Dunst, Elle Fanning, Colin Farrell",$10.58M,Drama,10500000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",399019,tt5592248,en,The Beguiled,25442939.0
"Everything, Everything",Stella Meghie,"Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",$34.00M,Drama,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",417678,tt5001718,en,"Everything, Everything",0.0
Cargo,"Directors:Ben Howling, Yolanda Ramke","Simone Landers, Martin Freeman, Marlee Jane McPherson-Dobbins, Lily Anne McPherson-Dobbins",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15073,tt0409793,en,Cargo,0.0
Cargo,"Directors:Ben Howling, Yolanda Ramke","Simone Landers, Martin Freeman, Marlee Jane McPherson-Dobbins, Lily Anne McPherson-Dobbins",Gross Unkown,Drama,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",34069,tt0381940,de,Cargo,0.0
Cargo,"Directors:Ben Howling, Yolanda Ramke","Simone Landers, Martin Freeman, Marlee Jane McPherson-Dobbins, Lily Anne McPherson-Dobbins",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",106541,tt1507261,en,Cargo,0.0
Cargo,"Directors:Ben Howling, Yolanda Ramke","Simone Landers, Martin Freeman, Marlee Jane McPherson-Dobbins, Lily Anne McPherson-Dobbins",Gross Unkown,Drama,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",182972,tt2842128,en,Cargo,0.0
Delivery Man,Ken Scott,"Vince Vaughn, Chris Pratt, Cobie Smulders, Jack Reynor",$30.66M,Comedy,26000000,"[{'id': 35, 'name': 'Comedy'}]",146239,tt2387559,en,Delivery Man,51164106.0
Third Person,Paul Haggis,"Liam Neeson, Mila Kunis, Adrien Brody, Olivia Wilde",$1.02M,Drama,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",192145,tt2343793,en,Third Person,1749201.0
Hours,Eric Heisserer,"Paul Walker, Genesis Rodriguez, Nancy Nave, Shane Jacobsen",Gross Unkown,Drama,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",172803,tt2094018,en,Hours,0.0
Young Adult,Jason Reitman,"Charlize Theron, Patrick Wilson, Patton Oswalt, Elizabeth Reaser",$16.31M,Comedy,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",57157,tt1625346,en,Young Adult,22939027.0
Hope Springs,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart",$63.54M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",21544,tt0314431,en,Hope Springs,0.0
Hope Springs,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart",$63.54M,Comedy,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",82696,tt1535438,en,Hope Springs,114281051.0
Somewhere,Sofia Coppola,"Stephen Dorff, Elle Fanning, Chris Pontius, Erin Wasson",$1.77M,Comedy,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",39210,tt1421051,en,Somewhere,0.0
Upside Down,Juan Solanas,"Jim Sturgess, Kirsten Dunst, Timothy Spall, Blu Mankuma",$0.10M,Drama,60000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",58244,tt1374992,en,Upside Down,8106475.0
Cyrus,"Directors:Jay Duplass, Mark Duplass","John C. Reilly, Marisa Tomei, Jonah Hill, Catherine Keener",$7.46M,Comedy,7000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",39053,tt1336617,en,Cyrus,0.0
Funny People,Judd Apatow,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana",$51.86M,Comedy,75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",20829,tt1201167,en,Funny People,61458982.0
You Will Meet a Tall Dark Stranger,Woody Allen,"Anthony Hopkins, Naomi Watts, Josh Brolin, Gemma Jones",$3.25M,Comedy,22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",38031,tt1182350,en,You Will Meet a Tall Dark Stranger,0.0
"Angus, Thongs and Perfect Snogging",Gurinder Chadha,"Georgia Groome, Aaron Taylor-Johnson, Karen Taylor, Alan Davies",Gross Unkown,Comedy,1,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",12689,tt0963743,en,"Angus, Thongs and Perfect Snogging",0.0
Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer",$6.92M,Comedy,19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",50725,tt0810922,en,Take Me Home Tonight,6928068.0
No Reservations,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson",$43.11M,Comedy,28000000,"[{'id': 35, 'name': 'Comedy'}]",3638,tt0481141,en,No Reservations,92601050.0
A Long Way Down,Pascal Chaumeil,"Pierce Brosnan, Toni Collette, Imogen Poots, Aaron Paul",$0.01M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",141043,tt0458413,en,A Long Way Down,7176347.0
Stick It,Jessica Bendinger,"Missy Peregrym, Jeff Bridges, Vanessa Lengies, Nikki SooHoo",$26.87M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10115,tt0430634,en,Stick It,0.0
Tideland,Terry Gilliam,"Jeff Bridges, Jennifer Tilly, Jodelle Ferland, Janet McTeer",$0.07M,Drama,12000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",11559,tt0410764,en,Tideland,566611.0
Elizabethtown,Cameron Crowe,"Orlando Bloom, Kirsten Dunst, Susan Sarandon, Alec Baldwin",$26.84M,Comedy,57000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9621,tt0368709,en,Elizabethtown,52034889.0
The Family Stone,Thomas Bezucha,"Dermot Mulroney, Sarah Jessica Parker, Claire Danes, Diane Keaton",$60.06M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9043,tt0356680,en,The Family Stone,0.0
Barbershop,Tim Story,"Ice Cube, Cedric the Entertainer, Eve, Anthony Anderson",$75.78M,Comedy,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10611,tt0303714,en,Barbershop,75781642.0
Hart's War,Gregory Hoblit,"Bruce Willis, Colin Farrell, Terrence Howard, Cole Hauser",$19.08M,Drama,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",10592,tt0251114,en,Hart's War,32287044.0
Rock Star,Stephen Herek,"Mark Wahlberg, Jennifer Aniston, Dominic West, Jason Bonham",$17.01M,Drama,57000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",12508,tt0202470,en,Rock Star,16991902.0
Celebrity,Woody Allen,"Kenneth Branagh, Judy Davis, Leonardo DiCaprio, Greg Mottola",$5.03M,Comedy,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",9466,tt0120533,en,Celebrity,0.0
My Best Friend's Wedding,P.J. Hogan,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett",$127.12M,Comedy,38000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8874,tt0119738,en,My Best Friend's Wedding,299288605.0
Forever Young,Steve Miner,"Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser",$55.96M,Drama,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",10326,tt0104291,en,Forever Young,128000000.0
Doc Hollywood,Michael Caton-Jones,"Michael J. Fox, Julie Warner, Barnard Hughes, Woody Harrelson",$54.83M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11821,tt0101745,en,Doc Hollywood,0.0
Mystic Pizza,Donald Petrie,"Annabeth Gish, Julia Roberts, Lili Taylor, Vincent D'Onofrio",$12.79M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11191,tt0095690,en,Mystic Pizza,0.0
St. Elmo's Fire,Joel Schumacher,"Demi Moore, Rob Lowe, Andrew McCarthy, Emilio Estevez",$37.80M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11557,tt0090060,en,St. Elmo's Fire,37803872.0
The Discovery,Charlie McDowell,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",376134,tt5155780,en,The Discovery,0.0
Colossal,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell, Tim Blake Nelson",$3.02M,Comedy,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",339967,tt4680182,en,Colossal,3021345.0
Krampus,Michael Dougherty,"Adam Scott, Toni Collette, David Koechner, Allison Tolman",$42.59M,Comedy,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",287903,tt3850590,en,Krampus,61548707.0
Girls Trip,Malcolm D. Lee,"Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish",$115.17M,Adventure,0,"[{'id': 35, 'name': 'Comedy'}]",417870,tt3564472,en,Girls Trip,0.0
Before I Wake,Mike Flanagan,"Kate Bosworth, Oleksandr Reshetilov, Thomas Jane, Jacob Tremblay",Gross Unkown,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",301804,tt3174376,en,Before I Wake,3295624.0
Trainwreck,Judd Apatow,"Amy Schumer, Bill Hader, Brie Larson, Colin Quinn",$110.21M,Comedy,35000000,"[{'id': 35, 'name': 'Comedy'}]",271718,tt3152624,en,Trainwreck,140795793.0
The Shack,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",$57.39M,Drama,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",345938,tt2872518,en,The Shack,57330873.0
Palo Alto,Gia Coppola,"Emma Roberts, James Franco, Jack Kilmer, Zoe Levin",$0.75M,Drama,0,"[{'id': 18, 'name': 'Drama'}]",192132,tt2479800,en,Palo Alto,0.0
Endless Love,Shana Feste,"Gabriella Wilde, Alex Pettyfer, Bruce Greenwood, Robert Patrick",$23.39M,Drama,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",19114,tt0082329,en,Endless Love,32492674.0
Endless Love,Shana Feste,"Gabriella Wilde, Alex Pettyfer, Bruce Greenwood, Robert Patrick",$23.39M,Drama,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",226857,tt2318092,en,Endless Love,34077920.0
Maps to the Stars,David Cronenberg,"Julianne Moore, Mia Wasikowska, Robert Pattinson, John Cusack",$0.35M,Comedy,0,"[{'id': 18, 'name': 'Drama'}]",157851,tt2172584,en,Maps to the Stars,1338365.0
Adoration,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville",$0.32M,Drama,4700000,"[{'id': 18, 'name': 'Drama'}]",8895,tt1074929,en,Adoration,0.0
American Mary,"Directors:Jen Soska, Sylvia Soska","Katharine Isabelle, Antonio Cupo, Tristan Risk, David Lovgren",Gross Unkown,Drama,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",126277,tt1959332,en,American Mary,0.0
This Is 40,Judd Apatow,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",$67.54M,Comedy,35000000,"[{'id': 35, 'name': 'Comedy'}]",89492,tt1758830,en,This Is 40,88058786.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,"Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",$66.95M,Comedy,28000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",218778,tt1698641,en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149.0
A Little Bit of Heaven,Nicole Kassell,"Kate Hudson, Gael García Bernal, Kathy Bates, Peter Dinklage",$0.01M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",45156,tt1440161,en,A Little Bit of Heaven,1296937.0
Diary of a Wimpy Kid,Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",$64.00M,Comedy,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",33217,tt1196141,en,Diary of a Wimpy Kid,75700498.0
The Five-Year Engagement,Nicholas Stoller,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie",$28.84M,Comedy,30000000,"[{'id': 35, 'name': 'Comedy'}]",72207,tt1195478,en,The Five-Year Engagement,53909751.0
Wall Street: Money Never Sleeps,Oliver Stone,"Shia LaBeouf, Michael Douglas, Carey Mulligan, Josh Brolin",$52.47M,Drama,70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",33909,tt1027718,en,Wall Street: Money Never Sleeps,134748021.0
Step Up 2: The Streets,Jon M. Chu,"Robert Hoffman, Briana Evigan, Cassie Ventura, Adam Sevani",$58.02M,Drama,23000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8328,tt1023481,en,Step Up 2: The Streets,150816700.0
The Sisterhood of the Traveling Pants 2,Sanaa Hamri,"America Ferrera, Alexis Bledel, Amber Tamblyn, Blake Lively",$44.09M,Comedy,27000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10188,tt1018785,en,The Sisterhood of the Traveling Pants 2,44352417.0
Sydney White,Joe Nussbaum,"Amanda Bynes, Sara Paxton, Matt Long, Jack Carpenter",$11.89M,Comedy,16500000,"[{'id': 35, 'name': 'Comedy'}]",10760,tt0815244,en,Sydney White,13620075.0
"New York, I Love You","Directors:Fatih Akin, Yvan Attal, Randall Balsmeyer, Allen Hughes, Shunji Iwai, Wen Jiang, Shekhar Kapur, Joshua Marston, Mira Nair, Natalie Portman, Brett Ratner","Shia LaBeouf, Natalie Portman, Bradley Cooper, Hayden Christensen",$1.59M,Comedy,14700000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12572,tt0808399,en,"New York, I Love You",8049666.0
The Nanny Diaries,"Directors:Shari Springer Berman, Robert Pulcini","Scarlett Johansson, Laura Linney, Paul Giamatti, Donna Murphy",$25.93M,Comedy,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",12435,tt0489237,en,The Nanny Diaries,47738099.0
Man of the Year,Barry Levinson,"Robin Williams, Laura Linney, Lewis Black, Christopher Walken",$37.44M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}]",5757,tt0113756,en,Man of the Year,209935.0
Man of the Year,Barry Levinson,"Robin Williams, Laura Linney, Lewis Black, Christopher Walken",$37.44M,Comedy,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",9895,tt0483726,en,Man of the Year,41237648.0
Prime,Ben Younger,"Uma Thurman, Meryl Streep, Bryan Greenberg, Jon Abrahams",$22.83M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2313,tt0387514,en,Prime,0.0
Alfie,Charles Shyer,"Jude Law, Sienna Miller, Susan Sarandon, Renée Taylor",$13.40M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",15598,tt0060086,en,Alfie,0.0
Alfie,Charles Shyer,"Jude Law, Sienna Miller, Susan Sarandon, Renée Taylor",$13.40M,Comedy,60000000,"[{'id': 35, 'name': 'Comedy'}]",8849,tt0375173,en,Alfie,13395939.0
Shall We Dance?,Peter Chelsom,"Richard Gere, Jennifer Lopez, Susan Sarandon, Stanley Tucci",$57.89M,Comedy,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",4380,tt0358135,en,Shall We Dance?,170128460.0
Fever Pitch,"Directors:Bobby Farrelly, Peter Farrelly","Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",$42.07M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1610,tt0119114,en,Fever Pitch,0.0
Fever Pitch,"Directors:Bobby Farrelly, Peter Farrelly","Drew Barrymore, Jimmy Fallon, Jason Spevack, Jack Kehler",$42.07M,Comedy,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11431,tt0332047,en,Fever Pitch,50451307.0
The Human Stain,Robert Benton,"Anthony Hopkins, Nicole Kidman, Ed Harris, Gary Sinise",$5.38M,Drama,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",10922,tt0308383,en,The Human Stain,0.0
Jersey Girl,Kevin Smith,"Ben Affleck, Liv Tyler, Raquel Castro, Betty Aberlin",$25.27M,Comedy,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",9541,tt0300051,en,Jersey Girl,36098382.0
Jersey Girl,Kevin Smith,"Ben Affleck, Liv Tyler, Raquel Castro, Betty Aberlin",$25.27M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",54655,tt0104550,en,Jersey Girl,0.0
Orange County,Jake Kasdan,"Colin Hanks, Jack Black, Schuyler Fisk, Bret Harrison",$41.03M,Comedy,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11857,tt0273923,en,Orange County,0.0
Save the Last Dance,Thomas Carter,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr",$91.06M,Drama,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",9816,tt0206275,en,Save the Last Dance,91038276.0
Message in a Bottle,Luis Mandoki,"Kevin Costner, Robin Wright, Paul Newman, John Savage",$52.88M,Drama,80000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",10207,tt0139462,en,Message in a Bottle,118880016.0
Practical Magic,Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest",$46.68M,Comedy,75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",6435,tt0120791,en,Practical Magic,46683377.0
Fear,James Foley,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",$20.75M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",10543,tt0116287,en,Fear,0.0
Fear,James Foley,"Mark Wahlberg, Reese Witherspoon, William Petersen, Amy Brenneman",$20.75M,Drama,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",52395,tt0099557,en,Fear,0.0
Wolf,Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",$65.01M,Drama,0,"[{'id': 14, 'name': 'Fantasy'}]",10395,tt0111742,en,Wolf,0.0
Wolf,Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",$65.01M,Drama,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",191104,tt2504404,nl,Wolf,0.0
