director_name,actor_2_name,gross,genres_x,actor_1_name,movie_title,budget_x,imdb_score,budget_y,genres_y,id,imdb_id,original_language,original_title,revenue
Anthony Hickox,Zach Galligan,3902679.0,Fantasy|Horror,Julian Sands,Warlock: The Armageddon,3000000.0,5.3,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",24126,tt0108517,en,Warlock: The Armageddon,0.0
Tom Schulman,George Hamilton,3559990.0,Comedy|Crime,Kristy Swanson,8 Heads in a Duffel Bag,3000000.0,5.3,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",13982,tt0118541,en,8 Heads in a Duffel Bag,0.0
Terrence Malick,Stuart Margolin,,Drama|Romance,Sam Shepard,Days of Heaven,3000000.0,8.0,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16642,tt0077405,en,Days of Heaven,0.0
Jill Sprecher,Rob McElhenney,3287435.0,Drama,Matthew McConaughey,Thirteen Conversations About One Thing,4500000.0,7.1,0,"[{'id': 18, 'name': 'Drama'}]",17734,tt0268690,en,Thirteen Conversations About One Thing,0.0
Darren Stein,Judy Greer,3071947.0,Comedy|Crime|Thriller,Julie Benz,Jawbreaker,3500000.0,5.4,3000000,"[{'id': 35, 'name': 'Comedy'}]",18892,tt0155776,en,Jawbreaker,3076820.0
Julian Schnabel,Michael Wincott,2961991.0,Biography|Drama,Gary Oldman,Basquiat,3300000.0,6.9,2962051,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",549,tt0115632,en,Basquiat,3011195.0
Noah Baumbach,Grace Gummer,4063238.0,Comedy|Drama|Romance,Greta Gerwig,Frances Ha,,7.4,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",121986,tt2347569,en,Frances Ha,4069826.0
Gavin Hood,Nambitha Mpumlwana,2912363.0,Crime|Drama,Terry Pheto,Tsotsi,3000000.0,7.3,3000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",868,tt0468565,af,Tsotsi,9879971.0
Todd Solondz,Jon Lovitz,3000000.0,Comedy|Drama,Philip Seymour Hoffman,Happiness,3000000.0,7.8,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",10683,tt0147612,en,Happiness,2807390.0
Todd Solondz,Jon Lovitz,3000000.0,Comedy|Drama,Philip Seymour Hoffman,Happiness,3000000.0,7.8,0,"[{'id': 99, 'name': 'Documentary'}]",250833,tt3458776,en,Happiness,0.0
George Gallo,Joe Howard,2223990.0,Comedy|Documentary,Eddie Griffin,DysFunktional Family,3000000.0,6.6,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",17995,tt0337996,en,DysFunktional Family,0.0
Kevin Smith,Haley Joel Osment,1821983.0,Comedy|Drama|Horror,Johnny Depp,Tusk,3000000.0,5.4,2800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",246403,tt3099498,en,Tusk,1826705.0
Kevin Smith,Haley Joel Osment,1821983.0,Comedy|Drama|Horror,Johnny Depp,Tusk,3000000.0,5.4,0,[],86942,tt0078356,en,Tusk,0.0
Chan-wook Park,Ji-tae Yu,2181290.0,Drama|Mystery|Thriller,Min-sik Choi,Oldboy,3000000.0,8.4,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}]",87516,tt1321511,en,Oldboy,4861022.0
David Nixon,Michael Bolten,2848578.0,Drama|Family,Robyn Lively,Letters to God,3500000.0,6.3,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 53, 'name': 'Thriller'}]",35691,tt1462054,en,Letters to God,0.0
Jason Eisener,Robb Wells,703002.0,Action|Comedy|Thriller,Gregory Smith,Hobo with a Shotgun,3000000.0,6.1,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",49010,tt1640459,en,Hobo with a Shotgun,748453.0
Enrique Begne,Héctor Jiménez,3105269.0,Action|Comedy,Kevin Pollak,Compadres,3000000.0,5.0,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",317930,tt3367294,es,Compadres,0.0
Matthew Bright,Dan Hedaya,,Comedy|Crime|Drama|Thriller,Bokeem Woodbine,Freeway,3000000.0,6.9,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11229,tt0116361,en,Freeway,0.0
Matthew Bright,Dan Hedaya,,Comedy|Crime|Drama|Thriller,Bokeem Woodbine,Freeway,3000000.0,6.9,0,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",211729,tt0095177,en,Freeway,0.0
Michael Landon Jr.,Kevin Gage,252726.0,Drama|Family|Western,William Morgan Sheppard,Love's Abiding Joy,3000000.0,7.2,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",22488,tt0785025,en,Love's Abiding Joy,0.0
Andrea Arnold,Harry Treadaway,373060.0,Drama,Michael Fassbender,Fish Tank,,7.3,3000000,"[{'id': 18, 'name': 'Drama'}]",24469,tt1232776,en,Fish Tank,2357852.0
Whit Stillman,Megalyn Echikunwoke,1007535.0,Comedy|Drama|Romance,Greta Gerwig,Damsels in Distress,,5.7,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",82533,tt1667307,en,Damsels in Distress,0.0
,Colm Feore,,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature,,5.0,3000000,"[{'id': 27, 'name': 'Horror'}]",73963,tt1686018,en,Creature,0.0
,Colm Feore,,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature,,5.0,750000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",58903,tt0088961,en,Creature,0.0
,Colm Feore,,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature,,5.0,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",292830,tt3619854,en,Creature,0.0
,Colm Feore,,Horror|Sci-Fi|Thriller,Craig T. Nelson,Creature,,5.0,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",50942,tt0156205,en,Creature,0.0
Leslye Headland,Adam Scott,418268.0,Comedy|Romance,Kirsten Dunst,Bachelorette,3000000.0,5.3,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",84174,tt1920849,en,Bachelorette,11947954.0
Tim Heidecker,William Atherton,200803.0,Comedy,Michael Gross,Tim and Eric's Billion Dollar Movie,3000000.0,5.3,0,"[{'id': 35, 'name': 'Comedy'}]",79940,tt1855401,en,Tim and Eric's Billion Dollar Movie,0.0
,Amanda Mealing,,Drama,Susan Hampshire,The Grand,,7.6,5400000,"[{'id': 35, 'name': 'Comedy'}]",15378,tt0427998,en,The Grand,0.0
Marco Kreuzpaintner,Kostja Ullmann,95016.0,Comedy|Drama|Romance|Sport,Alicja Bachleda,Summer Storm,2700000.0,7.4,0,"[{'id': 18, 'name': 'Drama'}]",81030,tt0037325,en,Summer Storm,0.0
Kate Connor,Eric Stoltz,73678.0,Drama|History|War,Johnny Pacar,Fort McCoy,3000000.0,5.9,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",281230,tt1282046,en,Fort McCoy,0.0
Deon Taylor,Betsy Russell,143000.0,Horror|Thriller,Matt Cohen,Chain Letter,5000000.0,4.1,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",38033,tt1148200,en,Chain Letter,0.0
Jason Alexander,Patti LuPone,39852.0,Comedy|Drama,Gretchen Mol,Just Looking,3000000.0,6.7,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",100975,tt0162236,en,Just Looking,0.0
Xavier Gens,Lauren German,22000.0,Drama|Sci-Fi|Thriller,Michael Biehn,The Divide,3000000.0,5.8,3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",38541,tt1535616,en,The Divide,22000.0
Conor McPherson,Iben Hjejle,128937.0,Drama|Horror|Romance,Aidan Quinn,The Eclipse,,6.2,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",39563,tt1346961,en,The Eclipse,0.0
Will Canon,Scott Mechlowicz,,Horror|Thriller,Frank Grillo,Demonic,3000000.0,5.3,3000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",234212,tt1841642,en,Demonic,3387000.0
Philip Zlotorynski,Darren Keefe Reiher,,Comedy,Neil Hopkins,My Big Fat Independent Movie,3000000.0,3.3,0,"[{'id': 35, 'name': 'Comedy'}]",27404,tt0385890,en,My Big Fat Independent Movie,0.0
Francesca Gregorini,Amy Sedaris,5005.0,Drama,Tom Everett Scott,Tanner Hall,3000000.0,5.9,0,"[{'id': 18, 'name': 'Drama'}]",71866,tt1151410,en,Tanner Hall,0.0
Marcio Garcia,Kristi Clainos,,Action|Drama|Thriller,John Savage,Open Road,3000000.0,5.5,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",192210,tt1922679,en,Open Road,0.0
David Wain,Amy Poehler,,Comedy,Christopher Meloni,They Came Together,,5.5,0,"[{'id': 35, 'name': 'Comedy'}]",180296,tt2398249,en,They Came Together,0.0
Michael Jai White,Alex Meraz,,Action|Drama|Sport,Michael Jai White,Never Back Down 2: The Beatdown,3000000.0,5.8,3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",70006,tt1754264,en,Never Back Down 2: The Beatdown,0.0
John Boorman,Angie Dickinson,,Crime|Thriller,Lee Marvin,Point Blank,3000000.0,7.4,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",26039,tt0062138,en,Point Blank,3200000.0
Youssef Delara,David Bianchi,,Thriller,Noel Gugliemi,Enter the Dangerous Mind,800000.0,5.2,0,"[{'id': 53, 'name': 'Thriller'}]",176077,tt2229377,en,Enter the Dangerous Mind,0.0
Darin Scott,Shantel VanSanten,,Drama|Horror|Mystery|Thriller,Julian Morris,Something Wicked,3000000.0,4.8,3000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",260947,tt1327601,en,Something Wicked,0.0
Christian Sesma,Brooke Newton,,Thriller,Bokeem Woodbine,AWOL-72,3000000.0,3.9,3000000,"[{'id': 53, 'name': 'Thriller'}]",342502,tt2048865,en,AWOL-72,0.0
Brian Caunter,Stacy Keach,,Action|Adventure|Crime|Drama,Mike Starr,Chicago Overcoat,3000000.0,6.2,3200000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",43213,tt1085382,en,Chicago Overcoat,0.0
Chris D'Arienzo,Cybill Shepherd,,Comedy|Drama|Romance,Judy Greer,Barry Munday,,5.9,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",44594,tt0482461,en,Barry Munday,0.0
Frank Capra,Glenn Ford,,Comedy|Drama,Ann-Margret,Pocketful of Miracles,2900000.0,7.3,2900000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",248,tt0055312,en,Pocketful of Miracles,5000000.0
Isaac Florentine,Nick Chinlund,,Action|Crime,Anthony L. Fernandez,Close Range,3000000.0,4.9,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",325173,tt3511596,en,Close Range,0.0
Susan Seidelman,Michael Nouri,3123749.0,Comedy|Romance,Dyan Cannon,Boynton Beach Club,1500000.0,6.5,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",55831,tt0439478,en,Boynton Beach Club,0.0
Michael Polish,Patrick Bauchau,,Drama|Horror|Mystery|Thriller,Olivia Rose Keegan,Amnesiac,3000000.0,4.3,3000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",351043,tt2837336,en,Amnesiac,0.0
Heidi Ewing,James Ransone,100675.0,Documentary,Greg Crowe,Freakonomics,3000000.0,6.4,3000000,"[{'id': 99, 'name': 'Documentary'}]",43942,tt1152822,en,Freakonomics,103735.0
Leon Ford,Patrick Brammall,,Comedy|Drama|Romance|Sci-Fi,Maeve Dermody,Griff the Invisible,,6.1,2902660,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",66942,tt1509803,en,Griff the Invisible,0.0
Hank Braxtan,Gregory Cruz,,Action|Horror|Thriller,Q'orianka Kilcher,Unnatural,3000000.0,4.0,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",356483,tt3551400,en,Unnatural,0.0
Craig Brewer,Paula Jai Parker,22201636.0,Crime|Drama|Music,Isaac Hayes,Hustle & Flow,8000000.0,7.4,8000000,"[{'id': 18, 'name': 'Drama'}]",10476,tt0410097,en,Hustle & Flow,23563727.0
Billy Wilder,Joe E. Brown,25000000.0,Comedy|Music|Romance,Nehemiah Persoff,Some Like It Hot,2883848.0,8.3,2883848,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",239,tt0053291,en,Some Like It Hot,25000000.0
John Carl Buechler,Terry Kiser,19170001.0,Horror,Kane Hodder,Friday the 13th Part VII: The New Blood,2800000.0,5.3,2800000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10281,tt0095179,en,Friday the 13th Part VII: The New Blood,19170001.0
Victor Fleming,Terry,22202612.0,Adventure|Family|Fantasy|Musical,Margaret Hamilton,The Wizard of Oz,2800000.0,8.1,2777000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",630,tt0032138,en,The Wizard of Oz,33754967.0
Victor Fleming,Terry,22202612.0,Adventure|Family|Fantasy|Musical,Margaret Hamilton,The Wizard of Oz,2800000.0,8.1,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",47508,tt0016544,en,The Wizard of Oz,0.0
Mel Brooks,Peter Boyle,86300000.0,Comedy,Madeline Kahn,Young Frankenstein,2800000.0,8.0,2800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",3034,tt0072431,en,Young Frankenstein,86273333.0
George A. Romero,Shawn Roberts,952620.0,Horror,Megan Park,Diary of the Dead,2000000.0,5.7,2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",13025,tt0848557,en,Diary of the Dead,5364858.0
Rajkumar Hirani,Sanjay Dutt,,Comedy|Drama|Romance,Vidya Balan,Lage Raho Munna Bhai,120000000.0,8.2,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21461,tt0456144,en,Lage Raho Munna Bhai,0.0
Victor Nunez,Patricia Richardson,9054736.0,Drama,Peter Fonda,Ulee's Gold,2700000.0,7.1,0,"[{'id': 18, 'name': 'Drama'}]",55306,tt0120402,en,Ulee's Gold,0.0
Carroll Ballard,Kelly Reno,,Adventure|Family|Sport,Teri Garr,The Black Stallion,2700000.0,7.4,2700000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",17264,tt0078872,en,The Black Stallion,37799643.0
John Ford,Cesar Romero,,Adventure|Comedy|Romance,Lee Marvin,Donovan's Reef,2686585.0,6.9,2686000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",15875,tt0057007,en,Donovan's Reef,6600000.0
Victor Fleming,Esther Williams,,Drama|Fantasy|Romance|War,Spencer Tracy,A Guy Named Joe,2627000.0,7.0,2627000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",43306,tt0035959,en,A Guy Named Joe,5363000.0
Mel Brooks,David Huddleston,119500000.0,Comedy|Western,Madeline Kahn,Blazing Saddles,2600000.0,7.8,2600000,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]",11072,tt0071230,en,Blazing Saddles,119500000.0
Joseph Zito,Tom Everett,32600000.0,Horror|Thriller,Judie Aronson,Friday the 13th: The Final Chapter,1800000.0,5.9,2600000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9730,tt0087298,en,Friday the 13th: The Final Chapter,32980880.0
Pawel Pawlikowski,Agata Trzebuchowska,3826455.0,Drama,Joanna Kulig,Ida,,7.4,2159280,"[{'id': 18, 'name': 'Drama'}]",209274,tt2718492,pl,Ida,15298355.0
James Ivory,Denholm Elliott,3130592.0,Drama|Romance,Rupert Graves,Maurice,2600000.0,7.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26371,tt0093512,en,Maurice,0.0
Frank Sebastiano,Laurie Metcalf,475000.0,Comedy|Sport,Joe Lo Truglio,Beer League,2800000.0,6.0,0,"[{'id': 35, 'name': 'Comedy'}]",14137,tt0453453,en,Beer League,0.0
Stacy Peralta,Gabrielle Reece,2276368.0,Documentary|History|Sport,Gerry Lopez,Riding Giants,,7.9,2600000,"[{'id': 99, 'name': 'Documentary'}]",291,tt0389326,en,Riding Giants,3166000.0
Tony Giglio,Nick Searcy,,Horror|Thriller,Brianna Brown,Timber Falls,2600000.0,5.3,2600000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8875,tt0857295,en,Timber Falls,0.0
Stanley Donen,Debbie Reynolds,,Comedy|Musical|Romance,Rita Moreno,Singin' in the Rain,2540800.0,8.3,2540800,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",872,tt0045152,en,Singin' in the Rain,7200000.0
Joe Cross,Joel Fuhrman,,Documentary,Joe Cross,"Fat, Sick & Nearly Dead",2500000.0,7.6,0,"[{'id': 99, 'name': 'Documentary'}]",72914,tt1227378,en,"Fat, Sick & Nearly Dead",0.0
Michael Tiddes,Alanna Ubach,40041683.0,Comedy|Fantasy,Essence Atkins,A Haunted House,2500000.0,5.1,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",139038,tt2243537,en,A Haunted House,60141683.0
Dinesh D'Souza,Zackary Steven Graham,33349949.0,Documentary,Barack Obama,2016: Obama's America,2500000.0,5.1,2500000,"[{'id': 99, 'name': 'Documentary'}]",126509,tt2247692,en,2016: Obama's America,33400000.0
Tom Hanks,Charlize Theron,25809813.0,Comedy|Drama|Music,Tom Hanks,That Thing You Do!,26000000.0,6.9,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",9591,tt0117887,en,That Thing You Do!,34585416.0
Tommy Lee Wallace,Dan O'Herlihy,14400000.0,Horror|Mystery|Sci-Fi,Tom Atkins,Halloween III: Season of the Witch,2500000.0,4.6,2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",10676,tt0085636,en,Halloween III: Season of the Witch,14400000.0
Don Taylor,M. Emmet Walsh,,Action|Sci-Fi,Roddy McDowall,Escape from the Planet of the Apes,2500000.0,6.3,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1687,tt0067065,en,Escape from the Planet of the Apes,12348905.0
Martin Ritt,Melvyn Douglas,,Drama,Patricia Neal,Hud,2500000.0,7.9,2500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",24748,tt0057163,en,Hud,10000000.0
Leslie Small,La'Princess Jackson,32230907.0,Comedy|Documentary,David Jason Perez,Kevin Hart: Let Me Explain,2500000.0,6.7,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",181330,tt2609912,en,Kevin Hart: Let Me Explain,32230907.0
Gus Van Sant,Udo Kier,6401336.0,Drama,Keanu Reeves,My Own Private Idaho,2500000.0,7.1,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",468,tt0102494,en,My Own Private Idaho,0.0
Zach Braff,Michael Weston,26781723.0,Comedy|Drama|Romance,Armando Riesco,Garden State,2500000.0,7.6,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",401,tt0333766,en,Garden State,26781723.0
Richard Linklater,Hans Weingartner,5400000.0,Drama|Romance,Hanno Pöschl,Before Sunrise,2500000.0,8.1,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",76,tt0112471,en,Before Sunrise,5535405.0
Alison Maclean,Samantha Morton,1282084.0,Drama,Billy Crudup,Jesus' Son,2500000.0,7.0,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25636,tt0186253,en,Jesus' Son,0.0
Alice Wu,Ato Essandoh,1186323.0,Comedy|Drama|Romance,Joan Chen,Saving Face,,7.6,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",19316,tt0384504,en,Saving Face,0.0
Alice Wu,Ato Essandoh,1186323.0,Comedy|Drama|Romance,Joan Chen,Saving Face,,7.6,0,"[{'id': 80, 'name': 'Crime'}, {'id': 99, 'name': 'Documentary'}]",89191,tt2140371,en,Saving Face,0.0
Sarah Gavron,Christopher Simpson,1094998.0,Drama,Satish Kaushik,Brick Lane,,6.7,0,"[{'id': 18, 'name': 'Drama'}]",21074,tt0940585,en,Brick Lane,0.0
Jake Schreier,Joshua Ormond,3325638.0,Comedy|Crime|Drama|Sci-Fi,Frank Langella,Robot & Frank,2500000.0,7.1,2500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",84329,tt1990314,en,Robot & Frank,3325038.0
Isabel Coixet,Julian Richings,395592.0,Drama|Romance,Sarah Polley,My Life Without Me,2000000.0,7.6,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",20,tt0314412,en,My Life Without Me,9726954.0
James Ponsoldt,Jennifer Jason Leigh,6851969.0,Comedy|Drama|Romance,Shailene Woodley,The Spectacular Now,2500000.0,7.1,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",157386,tt1714206,en,The Spectacular Now,6854611.0
Larry Charles,Tal Bachman,12995673.0,Comedy|Documentary|War,Bill Maher,Religulous,2500000.0,7.7,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",13007,tt0815241,en,Religulous,0.0
Joshua Tickell,Sheryl Crow,173783.0,Documentary,Larry David,Fuel,2500000.0,7.6,0,"[{'id': 18, 'name': 'Drama'}]",34696,tt1072437,en,Fuel,0.0
Michael D. Sellers,Carly Schroeder,71904.0,Comedy|Drama|Family,Katharine Ross,Eye of the Dolphin,2500000.0,5.7,2500000,"[{'id': 18, 'name': 'Drama'}]",46849,tt0465407,en,Eye of the Dolphin,71904.0
Reed Cowan,Emily Pearson,99851.0,Documentary,Dustin Lance Black,8: The Mormon Proposition,2500000.0,7.1,0,"[{'id': 99, 'name': 'Documentary'}]",40428,tt1484522,en,8: The Mormon Proposition,0.0
James Dodson,Anupam Kher,115504.0,Comedy|Drama|Romance,Larry Miller,The Other End of the Line,14000000.0,6.2,14000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",17334,tt1049405,en,The Other End of the Line,0.0
Alex Rivera,Jacob Vargas,75727.0,Drama|Romance|Sci-Fi|Thriller,Leonor Varela,Sleep Dealer,2500000.0,5.9,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",20764,tt0804529,en,Sleep Dealer,107559.0
James Gunn,Rainn Wilson,322157.0,Comedy|Crime|Drama,Linda Cardellini,Super,2500000.0,6.8,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",45132,tt1512235,en,Super,324138.0
John Murlowski,Piper Mackenzie Harris,,Comedy|Drama|Family|Romance,Ashley Scott,Christmas Mail,2500000.0,5.8,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",76706,tt1663628,en,Christmas Mail,0.0
Benni Diez,Cecilia Pillado,,Comedy|Horror,Clifton Collins Jr.,Stung,2500000.0,5.0,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",254472,tt3300572,de,Stung,0.0
Danny Perez,Emmanuel Kabongo,,Horror,Natasha Lyonne,Antibirth,3500000.0,6.3,35000000,"[{'id': 27, 'name': 'Horror'}]",332285,tt3333870,en,Antibirth,0.0
Spike Lee,Harry Lennix,5731103.0,Drama|History,Bernie Mac,Get on the Bus,2400000.0,6.8,2400000,"[{'id': 18, 'name': 'Drama'}]",49471,tt0116404,en,Get on the Bus,5731103.0
Robby Henson,Max Ryan,978908.0,Drama|Horror|Mystery|Thriller,Marc Blucas,Thr3e,2400000.0,5.1,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",13569,tt0486028,en,Thr3e,0.0
Mike Judge,Patrick Fischler,438653.0,Adventure|Comedy|Sci-Fi,Anthony 'Citric' Campos,Idiocracy,,6.6,30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",7512,tt0387808,en,Idiocracy,495303.0
Zackary Adler,Kevin Leslie,,Crime|Drama,Simon Merrells,The Rise of the Krays,2500000.0,5.0,2500000,"[{'id': 80, 'name': 'Crime'}]",356216,tt2945796,en,The Rise of the Krays,0.0
Shane Meadows,Joseph Gilgun,327919.0,Crime|Drama,Stephen Graham,This Is England,1500000.0,7.7,2380000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",11798,tt0480025,en,This Is England,8176544.0
George Sidney,Basil Rathbone,,Comedy|Musical,Esther Williams,Bathing Beauty,2361000.0,6.5,2361000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",43546,tt0036628,en,Bathing Beauty,6892000.0
