director_name,actor_2_name,gross,genres,actor_1_name,movie_title,budget,imdb_score
Fabián Bielinsky,Gastón Pauls,1221261.0,Crime|Drama|Thriller,Ricardo Darín,Nine Queens ,1500000.0,7.9
Dror Moreh,Yuval Diskin,2408553.0,Documentary|War,Ami Ayalon,The Gatekeepers ,,7.6
Rebecca Miller,Susanna Thompson,712294.0,Drama,Beau Bridges,The Ballad of Jack and Rose ,1500000.0,6.7
Maggie Carey,Alia Shawkat,3447339.0,Comedy|Romance,Donald Glover,The To Do List ,1500000.0,5.8
Roger Avary,Salvator Xuereb,418953.0,Crime|Drama|Thriller,Eric Stoltz,Killing Zoe ,1500000.0,6.5
Henry Bean,Theresa Russell,406035.0,Drama,Ryan Gosling,The Believer ,1500000.0,7.2
David Gordon Green,Connor Paolo,402820.0,Drama|Romance,Michael Angarano,Snow Angels ,,6.9
Simeon Rice,Lisa Brave,,Action|Horror|Thriller,Ward G. Smith,Unsullied ,1500000.0,5.5
Brad Anderson,Brendan Sexton III,373967.0,Horror|Mystery,Paul Guilfoyle,Session 9 ,1500000.0,6.5
Jeff Garlin,Jeff Garlin,194568.0,Comedy|Romance,Jessy Schram,I Want Someone to Eat Cheese With ,1500000.0,6.2
Qasim Basir,Nia Long,,Drama|Family,Dorian Missick,Mooz-Lum ,,6.7
Adam Green,Kane Hodder,,Comedy|Horror,Joel David Moore,Hatchet ,1500000.0,5.7
Charles Chaplin,Stanley Blystone,163245.0,Comedy|Drama|Family,Paulette Goddard,Modern Times ,1500000.0,8.6
Pete Jones,Aidan Quinn,119841.0,Drama,Brian Dennehy,Stolen Summer ,1500000.0,6.5
Bruce Campbell,Dan Hicks,173066.0,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,1500000.0,6.3
Mark Brown,Monica Calhoun,92362.0,Comedy|Drama,Vivica A. Fox,The Salon ,1500000.0,4.3
Adam Carolla,Jim O'Heir,105943.0,Comedy,Jay Mohr,Road Hard ,1500000.0,6.1
Ira Sachs,Jenny O'Hara,,Drama|Music|Romance,Rip Torn,Forty Shades of Blue ,1500000.0,6.0
John Sayles,John Arcilla,183490.0,Drama|War,Brian Lee Franklin,Amigo ,1700000.0,5.8
Bruce McDonald,Georgina Reilly,3478.0,Fantasy|Horror,Stephen McHattie,Pontypool ,1500000.0,6.7
James Mottern,Joey Lauren Adams,52166.0,Drama,Jimmy Bennett,Trucker ,2000000.0,6.7
Jaime Zevallos,Jaime Zevallos,,Comedy|Drama|Romance,Angela Sarafyan,Me You and Five Bucks ,1500000.0,7.6
Rob Zombie,Dee Wallace,1163508.0,Drama|Fantasy|Horror|Thriller,Sid Haig,The Lords of Salem ,2500000.0,5.1
Gerard Johnstone,Bruce Hopkins,,Comedy|Horror|Mystery,Morgana O'Reilly,Housebound ,350000.0,6.8
Robert Greenwald,Jon Hunter,,Documentary,Lee Scott,Wal-Mart: The High Cost of Low Price ,1500000.0,6.8
David Ray,Sarah Lind,,Drama|Fantasy|Romance,Nicole Muñoz,Fetching Cody ,1500000.0,6.8
Dave Rodriguez,Michael Rapaport,,Comedy|Drama,Chazz Palminteri,Once Upon a Time in Queens ,1500000.0,6.3
Nae Caranfil,Joe Armstrong,,Comedy|Drama,Monica Barladeanu,Closer to the Moon ,5000000.0,7.1
David Winning,Amber Marshall,,Sci-Fi,Ashanti,Mutant World ,1500000.0,2.8
Frank Lotito,Jake Busey,,Comedy|Drama|Family,Brighton Sharbino,Growing Up Smith ,2000000.0,8.2
Timothy Woodward Jr.,Johnny Messner,,Action|Crime|Thriller,Katrina Law,Checkmate ,1500000.0,3.1
Christopher McQuarrie,Robert Duvall,80033643.0,Action|Crime|Mystery|Thriller,Tom Cruise,Jack Reacher ,60000000.0,7.0
Tara Subkoff,Balthazar Getty,,Drama|Horror|Mystery|Thriller,Timothy Hutton,#Horror ,1500000.0,3.3
Russell Friedenberg,Glen Powell,,Action|Horror|Thriller,Rudy Youngblood,Wind Walkers ,2000000.0,3.6
William Cottrell,Billy Gilbert,184925485.0,Animation|Family|Fantasy|Musical,Adriana Caselotti,Snow White and the Seven Dwarfs ,2000000.0,7.7
Lucrecia Martel,Mercedes Morán,304124.0,Drama,Mía Maestro,The Holy Girl ,1400000.0,6.7
Edward Dmytryk,Woody Strode,,Western,Brigitte Bardot,Shalako ,1455000.0,5.5
Zak Penn,Gabriel Beristain,36830.0,Adventure|Comedy|Horror,Zak Penn,Incident at Loch Ness ,1400000.0,6.6
Alex Ranarivelo,Christina Moore,,Drama,Lea Thompson,The Dog Lover ,2000000.0,4.8
Jon Knautz,Adam DiMarco,,Horror|Thriller,Camren Bicondova,Girl House ,3150000.0,5.5
Mathieu Amalric,Léa Drucker,231186.0,Crime|Romance|Thriller,Mathieu Amalric,The Blue Room ,,6.3
David Worth,Jonathan Mangum,,Horror|Thriller,Jessica Szohr,House at the End of the Drive ,1400000.0,6.9
Leslie H. Martinson,Cesar Romero,,Adventure|Comedy|Family,Burgess Meredith,Batman: The Movie ,1377800.0,6.5
Guy Ritchie,Jason Flemyng,3650677.0,Comedy|Crime,Jason Statham,"Lock, Stock and Two Smoking Barrels ",960000.0,8.2
Robert M. Young,Bruce McGill,,Western,Barry Corbin,The Ballad of Gregorio Cortez ,1250000.0,7.1
,Michael Douglas,,Action|Crime|Drama|Mystery,Karl Malden,The Streets of San Francisco             ,,7.3
Thomas Vinterberg,Paprika Steen,1647780.0,Drama,Ulrich Thomsen,The Celebration ,1300000.0,8.1
Steve Buscemi,Debi Mazar,695229.0,Comedy|Drama,Steve Buscemi,Trees Lounge ,1300000.0,7.2
Ham Tran,Kieu Chinh,638951.0,Drama,Long Nguyen,Journey from the Fall ,1592000.0,7.4
Rich Cowan,Karen Allen,609042.0,Drama,Eric Dane,The Basket ,1300000.0,6.5
Boris Rodriguez,Thure Lindhardt,1521.0,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,1500000.0,5.7
Harold Becker,Miko Hughes,32940507.0,Action|Crime|Drama|Thriller,Bruce Willis,Mercury Rising ,60000000.0,6.1
,Tucker Smallwood,,Drama|Sci-Fi,James Morrison,Space: Above and Beyond             ,5000000.0,7.7
Sadyk Sher-Niyaz,Aziz Muradillayev,,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains ,1400000.0,8.7
Paul Donovan,Lenore Zann,,Action|Sci-Fi,Maury Chaykin,Def-Con 4 ,1750000.0,4.3
Jonathan Kesselman,Adam Goldberg,19539.0,Comedy,Judy Greer,The Hebrew Hammer ,1000000.0,6.2
Arjun Sablok,Uday Chopra,100358.0,Comedy|Musical|Romance,Abhishek Bachchan,Neal 'N' Nikki ,1500000.0,3.3
Craig Moss,Bryan Callen,,Comedy,Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,1300000.0,2.7
Tyler Oliver,Chloe Bridges,,Horror|Romance|Thriller,Bella Thorne,Forget Me Not ,1300000.0,5.2
Alfred Hitchcock,Joan Fontaine,,Drama|Film-Noir|Mystery|Thriller,Laurence Olivier,Rebecca ,1288000.0,8.2
Steve Miner,Adrienne King,19100000.0,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,1250000.0,6.1
Billy Wilder,Jane Wyman,,Drama|Film-Noir,Ray Milland,The Lost Weekend ,1250000.0,8.0
Douglas Cheek,John Heard,,Horror|Sci-Fi,Daniel Stern,C.H.U.D. ,1250000.0,5.5
Youssef Delara,Jenni Rivera,2833383.0,Drama|Music,Noel Gugliemi,Filly Brown ,427000.0,5.7
Deryck Broom,Omar Benson Miller,,Animation,Vic Mignogna,The Lion of Judah ,15000000.0,3.7
Henry Hathaway,Jean Peters,,Crime|Film-Noir|Thriller,Joseph Cotten,Niagara ,1250000.0,7.1
John Ford,Walter Pidgeon,,Drama|Family,Roddy McDowall,How Green Was My Valley ,1250000.0,7.8
,Riley Keough,,Drama,Mary Lynn Rajskub,The Girlfriend Experience             ,,7.3
Spike Lee,Elvis Nolasco,,Comedy|Romance|Thriller,Rami Malek,Da Sweet Blood of Jesus ,1420000.0,4.1
Steven Soderbergh,Laura San Giacomo,24741700.0,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",1200000.0,7.2
James Wan,Monica Potter,55153403.0,Horror|Mystery|Thriller,Michael Emerson,Saw ,1200000.0,7.7
Jay Chandrasekhar,Daniel von Bargen,18488314.0,Comedy|Crime|Mystery,Geoffrey Arend,Super Troopers ,1200000.0,7.1
Giovanni Zelko,Harry Lennix,,Action|Romance|Thriller,Zuhair Haddad,The Algerian ,1300000.0,7.6
Claudia Sainte-Luce,Vera Wilson,11278.0,Comedy|Drama,Ximena Ayala,The Amazing Catfish ,1300000.0,7.0
Scott Derrickson,Jon Hamm,79363785.0,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,80000000.0,5.5
Mira Nair,Randeep Hooda,13876974.0,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding ,7000000.0,7.4
Kenneth Lonergan,Rory Culkin,9180275.0,Drama,Matthew Broderick,You Can Count on Me ,1200000.0,7.7
Alfred Hitchcock,John Forsythe,,Comedy|Mystery|Romance,Jerry Mathers,The Trouble with Harry ,1200000.0,7.2
Paul McGuigan,Morgan Freeman,22494487.0,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin ,27000000.0,7.8
Jamie Babbit,Clea DuVall,2199853.0,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader ,1200000.0,6.6
David Boyd,Drew Waters,2859955.0,Drama|Sport,Vivica A. Fox,Home Run ,1200000.0,6.0
Quentin Tarantino,Steve Buscemi,2812029.0,Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs ,1200000.0,8.4
Walter Lang,Nigel Bruce,,Drama|Family|Fantasy,Spring Byington,The Blue Bird ,,6.5
Sergio Leone,Luigi Pistilli,6100000.0,Western,Clint Eastwood,"The Good, the Bad and the Ugly ",1200000.0,8.9
Anna Muylaert,Regina Casé,375723.0,Comedy|Drama,Alex Huszar,The Second Mother ,4000000.0,7.9
Steve Taylor,Marshall Allman,594904.0,Comedy|Drama,Jason Marsden,Blue Like Jazz ,1200000.0,6.0
Kurt Voss,Coyote Shivers,58936.0,Comedy|Music,Lemmy,Down and Out with the Dolls ,1200000.0,6.1
Léa Pool,,24784.0,Documentary,,"Pink Ribbons, Inc. ",1200000.0,7.4
James David Pasternak,Sarah Silverman,7826.0,Comedy|Documentary,Robin Williams,Certifiably Jonathan ,1200000.0,6.2
Laurent Bouhnik,Johnny Amaro,,Drama,Déborah Révy,Q ,1500000.0,5.6
Tom Sanchez,Antonio Arrué,3830.0,Comedy|Drama,Nataniel Sánchez,The Knife of Don Juan ,1200000.0,7.2
David Caffrey,Scott Adsit,,Adventure|Comedy|Drama,Marley Shelton,Grand Theft Parsons ,,6.1
Adam Jay Epstein,Denise Boutte,,Comedy,Rich Ceraulo,Extreme Movie ,,3.8
Michael Curtiz,David Niven,,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade ,1200000.0,7.1
Justin Thomas Ostensen,Kristin Booth,,Thriller,Michael Berryman,Below Zero ,1200000.0,4.5
Brenton Spencer,Victor Zinck Jr.,,Action|Horror|Mystery|Thriller,Christie Burke,Crowsnest ,1200000.0,3.8
Rob Bowman,Jacob Vargas,2850263.0,Adventure|Comedy|Sport,Alanna Ubach,Airborne ,2600000.0,6.2
Ossie Davis,Cleavon Little,,Action|Comedy,Redd Foxx,Cotton Comes to Harlem ,1200000.0,6.6
Jay Alaimo,Sabrina Carmichael,,Horror,William McNamara,The Wicked Within ,1200000.0,4.6
Dylan Bank,Deirdre Lorenz,,Horror,Seregon O'Dassey,Bleeding Hearts ,1200000.0,4.2
Rob McKittrick,Dane Cook,16101109.0,Comedy,Ryan Reynolds,Waiting... ,3000000.0,6.8
Shane Meadows,Gary Stretch,6013.0,Crime|Drama|Thriller,Paddy Considine,Dead Man's Shoes ,695393.0,7.7
,John Jarratt,,Drama|Horror|Thriller,Richard Cawthorne,Wolf Creek             ,,7.1
Jeff Burr,Clu Gulager,1400000.0,Action|Drama|Horror|Thriller,Terry Kiser,From a Whisper to a Scream ,1100000.0,5.9
Harry Gantz,,247740.0,Documentary|Drama,,Sex with Strangers ,,4.7
Guy Maddin,CindyMarie Small,39659.0,Comedy|Horror|Musical,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,1600000.0,7.0
Regardt van den Bergh,Frank Rautenbach,,Drama,Sean Cameron Michael,Faith Like Potatoes ,10000000.0,6.9
Panos Cosmatos,Marilyn Norry,56129.0,Sci-Fi|Thriller,Chris Gauthier,Beyond the Black Rainbow ,1100000.0,6.1
Gareth Evans,Yayan Ruhian,4105123.0,Action|Crime|Thriller,Iko Uwais,The Raid: Redemption ,1100000.0,7.6
Matthew R. Anderson,Vernon Wells,,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead ,1100000.0,3.0
Joe Marino,Anella Vastola,,Horror,Piero Maggiò,The Vatican Exorcisms ,1100000.0,2.6
Michael Curtiz,Claude Rains,,Drama|Romance|War,Humphrey Bogart,Casablanca ,950000.0,8.6
Joel Anderson,Rosie Traynor,,Drama|Horror|Mystery|Thriller,Talia Zucker,Lake Mungo ,1400000.0,6.1
Shimit Amin,Shazahn Padamsee,,Comedy|Drama,Ranbir Kapoor,Rocket Singh: Salesman of the Year ,,7.5
Douglas Trumbull,Ron Rifkin,,Drama|Sci-Fi,Bruce Dern,Silent Running ,1000000.0,6.7
John G. Avildsen,Burgess Meredith,117235247.0,Drama|Sport,Sylvester Stallone,Rocky ,960000.0,8.1
Mona Fastvold,Brady Corbet,,Drama,Christopher Abbott,The Sleepwalker ,1100000.0,4.9
John Carpenter,Hal Holbrook,21378000.0,Fantasy|Horror,Jamie Lee Curtis,The Fog ,1000000.0,6.8
Tony Richardson,Susannah York,,Adventure|Comedy|History,Albert Finney,Tom Jones ,1000000.0,6.8
Levan Gabriadze,Renee Olstead,31537320.0,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,1000000.0,5.7
Martin Scorsese,Albert Brooks,,Crime|Drama,Robert De Niro,Taxi Driver ,1300000.0,8.3
Joe Dante,Robert Picardo,17986000.0,Horror,Patrick Macnee,The Howling ,1000000.0,6.6
Terence Young,Jack Lord,16067035.0,Action|Adventure|Thriller,Ursula Andress,Dr. No ,1100000.0,7.3
Bradley Parker,Ingrid Bolsø Berdal,18112929.0,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,Chernobyl Diaries ,1000000.0,5.0
Clive Barker,Ashley Laurence,14564027.0,Fantasy|Horror,Andrew Robinson,Hellraiser ,1000000.0,7.0
Harold Cronk,Robin Givens,20773070.0,Drama,Benjamin A. Onyango,God's Not Dead 2 ,5000000.0,3.4
Jeff Wadlow,Gary Cole,10042266.0,Drama|Horror|Mystery|Thriller,Julian Morris,Cry_Wolf ,1000000.0,5.9
Takao Okawara,Naomi Nishida,10037390.0,Action|Adventure|Drama|Sci-Fi|Thriller,Hiroshi Abe,Godzilla 2000 ,1000000000.0,6.0
Derek Cianfrance,Mike Vogel,9701559.0,Drama|Romance,Ryan Gosling,Blue Valentine ,3500000.0,7.4
Duncan Tucker,Felicity Huffman,9013113.0,Adventure|Comedy|Drama,Kevin Zegers,Transamerica ,1000000.0,7.4
William Brent Bell,Claudiu Trandafir,53245055.0,Horror,Fernanda Andrade,The Devil Inside ,1000000.0,4.2
Russ Meyer,Cynthia Myers,9000000.0,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls ,900000.0,6.2
Robert D. Webb,Neville Brand,,Drama|Romance|Western,James Drury,Love Me Tender ,1000000.0,6.2
Davis Guggenheim,Al Gore,23808111.0,Documentary,Billy West,An Inconvenient Truth ,,7.5
Allan Dwan,Richard Jaeckel,,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,1000000.0,7.2
Martin Scorsese,Keith Richards,5355376.0,Biography|Documentary|Music,Mick Jagger,Shine a Light ,,7.2
Eli Roth,Richard Burgi,7186670.0,Adventure|Horror,Daryl Sabara,The Green Inferno ,6000000.0,5.4
Andrew Steggall,Alex Lawther,,Drama|Family|Romance,Juliet Stevenson,Departure ,1100000.0,7.0
Ben Lewin,Adam Arkin,5997134.0,Biography|Comedy|Drama|Romance,W. Earl Brown,The Sessions ,1000000.0,7.2
Robert Kenner,Eric Schlosser,4417124.0,Documentary,Michael Pollan,"Food, Inc. ",,7.9
Andrew Erwin,Robert Amaya,5355847.0,Drama,Rachel Hendrix,October Baby ,,6.8
Brad Anderson,Callie Thorne,3386698.0,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,1000000.0,6.7
Jason Reitman,Jennifer Garner,143492840.0,Comedy|Drama|Romance,J.K. Simmons,Juno ,7500000.0,7.5
Craig Johnson,Boyd Holbrook,5283379.0,Comedy|Drama,Ty Burrell,The Skeleton Twins ,,6.8
Sean Durkin,Julia Garner,2981638.0,Drama|Mystery|Thriller,Christopher Abbott,Martha Marcy May Marlene ,,6.9
Gillian Robespierre,Jenny Slate,3122616.0,Comedy|Drama,Gaby Hoffmann,Obvious Child ,,6.8
Courtney Hunt,Michael O'Keefe,2508841.0,Crime|Drama,Charlie McDermott,Frozen River ,1000000.0,7.2
Morgan Neville,Lou Adler,4946250.0,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,1000000.0,7.4
James Toback,Natasha Gregson Wagner,1950218.0,Comedy|Drama,Robert Downey Jr.,Two Girls and a Guy ,1000000.0,5.6
Nicole Holofcener,Anne Heche,1277257.0,Comedy|Drama|Romance,Kevin Corrigan,Walking and Talking ,1000000.0,6.8
Peter Cattaneo,Mark Addy,45857453.0,Comedy|Drama|Music,Tom Wilkinson,The Full Monty ,3500000.0,7.2
Chris Paine,Phyllis Diller,1677838.0,Documentary,Ed Begley Jr.,Who Killed the Electric Car? ,1000000.0,7.7
Greg Berlanti,Nia Long,1744858.0,Comedy|Drama|Romance|Sport,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,1000000.0,7.0
Don Coscarelli,Ossie Davis,,Comedy|Fantasy|Mystery,Daniel Roebuck,Bubba Ho-Tep ,1000000.0,7.2
Rob Letterman,Dylan Minnette,80021740.0,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,58000000.0,6.4
Marc Levin,Saul Williams,982214.0,Drama,Sonja Sohn,Slam ,1000000.0,7.2
Richard Dutcher,Frank Gerrish,798341.0,Crime|Drama|Mystery,Wilford Brimley,Brigham City ,1000000.0,7.2
Khalid Mohamed,Manoj Bajpayee,610991.0,Drama|Romance,Karisma Kapoor,Fiza ,1000000.0,6.2
Mel Brooks,Sid Caesar,,Comedy,Madeline Kahn,History of the World: Part I ,11000000.0,6.9
Trey Parker,Dian Bachar,582024.0,Comedy|Sci-Fi,Trey Parker,Orgazmo ,1000000.0,6.2
David Gordon Green,Paul Schneider,548712.0,Drama|Romance,Zooey Deschanel,All the Real Girls ,2500000.0,6.9
Finn Taylor,Cathy Moriarty,464655.0,Comedy|Drama,David Arquette,Dream with the Fishes ,1000000.0,7.0
Karen Moncrieff,Agnes Bruckner,464126.0,Drama,Frances Fisher,Blue Car ,1000000.0,6.7
José Luis Valenzuela,Lupe Ontiveros,428535.0,Comedy|Romance,Cheech Marin,Luminarias ,1000000.0,3.6
Gia Coppola,Nat Wolff,750100.0,Drama,James Franco,Palo Alto ,,6.3
Scandar Copti,Scandar Copti,621240.0,Crime|Drama,Shahir Kabaha,Ajami ,,7.4
Goran Dukic,Patrick Fugit,104077.0,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story ,1000000.0,7.4
Mike Cahill,Cara Seymour,334658.0,Drama|Romance|Sci-Fi,Steven Yeun,I Origins ,,7.3
Efram Potelle,Elden Henson,279282.0,Comedy|Drama|Romance,Shiri Appleby,The Battle of Shaker Heights ,1000000.0,6.1
Peter Jackson,AJ Michalka,43982842.0,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,65000000.0,6.7
Joshua Oppenheimer,Herman Koto,484221.0,Biography|Crime|Documentary|History,Anwar Congo,The Act of Killing ,1000000.0,8.2
Alex Gibney,George W. Bush,274661.0,Crime|Documentary|War,Alex Gibney,Taxi to the Dark Side ,1000000.0,7.7
Paul Crowder,Marv Albert,144431.0,Documentary|Sport,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1000000.0,7.3
Rohit Jagessar,Rufus Graham,227241.0,Drama,Kumar Gaurav,Guiana 1838 ,,7.4
Griffin Dunne,Fisher Stevens,112521.0,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,,5.7
Anthony Powell,Tom Hamann,287761.0,Adventure|Biography|Documentary|Drama,Josh Swanson,Antarctica: A Year on Ice ,1000000.0,7.6
Kief Davidson,Brian Whitaker,100240.0,Documentary,G.W. Krauss,A Lego Brickumentary ,1000000.0,6.8
Johnny Remo,Randy Wayne,96734.0,Action|Drama,Matthew Ziff,Hardflip ,1000000.0,5.6
Vivek Agnihotri,Anil Kapoor,49000.0,Thriller,Emraan Hashmi,Chocolate: Deep Dark Secrets ,1500000.0,4.8
Ti West,Greta Gerwig,100659.0,Horror,Lena Dunham,The House of the Devil ,900000.0,6.4
Nick Tomnay,Clayne Crawford,48430.0,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host ,500000.0,6.8
John Hamburg,Michael Lerner,21210.0,Comedy|Crime,Harvey Fierstein,Safe Men ,1000000.0,6.1
Nickolas Perry,Patsy Kensit,,Crime|Drama|Romance,Patrick Renna,Speedway Junky ,1000000.0,5.2
Dan Zukovic,Louis Mustillo,22434.0,Comedy|Drama,Yul Vazquez,The Last Big Thing ,,6.9
Craig Mazin,James Gunn,12996.0,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,The Specials ,1000000.0,6.0
Becky Smith,Emily Baldoni,,Comedy|Romance,Will Rothhaar,16 to Life ,1000000.0,6.3
Eric Nicholas,Ana Claudia Talancón,10018.0,Crime|Drama|Thriller,Jordana Spiro,Alone with Her ,1000000.0,6.1
Benjamin Dickinson,Alexia Rasmussen,62480.0,Drama|Sci-Fi,Nora Zehetner,Creative Control ,1000000.0,5.5
Hal Haberman,Paul Blackthorne,6387.0,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,1000000.0,6.9
Darren Stein,Jamie Kennedy,5494.0,Comedy|Drama,Frances Bay,Sparkler ,,5.6
A. Raven Cruz,Vanilla Ice,,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,The Helix... Loaded ,1000000.0,1.9
Brian Trenchard-Smith,Mariel Hemingway,721.0,Action|Drama,David Keith,In Her Line of Fire ,1000000.0,4.1
Frank Whaley,Frank Whaley,703.0,Comedy|Drama,Lynn Cohen,The Jimmy Show ,1500000.0,5.4
Amat Escalante,Andrea Vergara,,Crime|Drama|Romance,Kenny Johnston,Heli ,1000000.0,6.8
Wajahat Rauf,Ayesha Omar,,Comedy|Family,Rasheed Naz,Karachi se Lahore ,1000000.0,7.0
Katherine Brooks,Kevin McCarthy,,Drama|Romance,Ilene Graff,Loving Annabelle ,1000000.0,6.7
David Cross,Matt Walsh,,Comedy|Drama,Jason Ritter,Hits ,1000000.0,5.8
Randall Rubin,A.J. Buckley,,Crime|Drama|Thriller,Nicole Randall Johnson,Jimmy and Judy ,1000000.0,6.2
Robert Bennett,Lauren C. Mayhew,,Comedy,Randy Wayne,Frat Party ,1000000.0,2.8
Guy Hamilton,Eddie Albert,,Drama,Oliver Reed,The Party's Over ,,7.3
Mary Pat Kelly,Ossie Davis,,Drama,Aidan Quinn,Proud ,1000000.0,5.8
Lori Petty,Chloë Grace Moretz,,Drama,Jennifer Lawrence,The Poker House ,,6.5
Charlie Levi,Barbara Hershey,,Drama,Joe Mantegna,Childless ,1000000.0,6.1
Kevin Hamedani,Janette Armand,,Comedy|Horror|Sci-Fi,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,500000.0,5.1
David DeCoteau,Shanley Caswell,,Horror,Maureen McCormick,Snow White: A Deadly Summer ,1000000.0,2.2
Mikel Rueda,Germán Alcarazu,,Drama|Romance,Álex Angulo,Hidden Away ,,7.2
Stefan C. Schaefer,Marlene Forte,,Comedy|Drama|Romance,Nicole Beharie,My Last Day Without You ,1000000.0,5.7
Michael Taliferro,Sticky Fingaz,,Comedy|Music,Wesley Jonathan,Steppin: The Movie ,1000000.0,3.4
David DeCoteau,Tom Berenger,,Western,William McNamara,Doc Holliday's Revenge ,1000000.0,3.8
Katie Aselton,Anslem Richardson,,Horror|Thriller,Katie Aselton,Black Rock ,,4.7
Robert Heath,Alexander Vlahos,,Horror|Mystery,David Oakes,Truth or Die ,1000000.0,5.6
D. Stevens,Pierre Dulat,,Drama|Thriller,Magi Avila,The Pet ,1000000.0,3.9
Jeffrey St. Jules,Chloe Rose,,Drama|Musical|Sci-Fi,Boyd Banks,Bang Bang Baby ,1000000.0,5.4
Robert Hall,Kevin Gage,,Horror,Angelina Armani,Fear Clinic ,1000000.0,5.2
K. King,Shona Kay,,Action|Comedy|Horror,Jason K. Wixom,Zombie Hunter ,1000000.0,3.5
Jonathan Meyers,Luke Perry,,Drama,Justin Baldoni,A Fine Step ,1000000.0,5.3
Danny Boyle,Spencer Wilding,2319187.0,Crime|Drama|Mystery|Thriller,Rosario Dawson,Trance ,20000000.0,7.0
Ralph Nelson,Dick Van Patten,,Drama|Romance|Sci-Fi,Cliff Robertson,Charly ,,7.1
Blair Erickson,Katia Winter,,Horror|Thriller,Monique Candelaria,Banshee Chapter ,950000.0,5.5
,David DeLuise,,Comedy,Eric Lloyd,Jesse             ,,5.9
Allison Burnett,Gia Mantegna,,Drama,Kimberly Williams-Paisley,Ask Me Anything ,950000.0,6.0
Richard Schenkman,Mike Colter,,Comedy|Romance,Vanessa Williams,And Then Came Love ,989000.0,4.8
Sanjay Rawal,Robert Kennedy Jr.,,Documentary|News,Alma Martinez,Food Chains ,913000.0,7.1
Elia Kazan,Karl Malden,9600000.0,Crime|Drama|Romance,Marlon Brando,On the Waterfront ,910000.0,8.2
Kat Coiro,Geoff Stults,20186.0,Comedy,Justin Kirk,L!fe Happens ,930000.0,5.7
Cristian Mungiu,Vlad Ivanov,1185783.0,Drama,Anamaria Marinca,"4 Months, 3 Weeks and 2 Days ",590000.0,7.9
Brian Dorton,Brian Dorton,,Horror,Javier Botet,The Horror Network Vol. 1 ,3000000.0,7.3
David Slade,G.J. Echternkamp,1007962.0,Crime|Drama|Thriller,Odessa Rae,Hard Candy ,950000.0,7.1
Jamie Babbit,David Gallagher,381186.0,Drama|Thriller,Katy Mixon,The Quiet ,900000.0,6.4
Maryam Keshavarz,Reza Sixo Safai,439958.0,Drama,Sarah Kazemy,Circumstance ,,5.9
Ryan Coogler,Melonie Diaz,16097842.0,Biography|Drama|Romance,Ahna O'Reilly,Fruitvale Station ,900000.0,7.5
Ramaa Mosley,Michael Angarano,6643.0,Comedy|Fantasy|Thriller,Jack McBrayer,The Brass Teapot ,900000.0,6.4
James Algar,Donnie Dunagan,102797150.0,Animation|Drama|Family,Sam Edwards,Bambi ,,7.4
Charles Herman-Wurmfeld,Rian Bishop,442638.0,Comedy|Romance|Sport,John Enos III,The Hammer ,850000.0,7.3
Ric Roman Waugh,Harold Perrineau,42919096.0,Action|Drama|Thriller,Dwayne Johnson,Snitch ,15000000.0,6.5
C. Jay Cox,Rob McElhenney,819939.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,Latter Days ,850000.0,7.2
Mariette Monpierre,Christophe Cherki,,Drama,Stana Roumillac,Elza ,900000.0,6.7
Tommy Oliver,Ruby Dee,,Drama,Bokeem Woodbine,1982 ,1000000.0,7.1
