name,genre,score,director,actor_2_name,gross,actor_1_name,budget
Little White Lies,Comedy,7.1,Guillaume Canet,Benoît Magimel,183662.0,François Cluzet,25000000.0
Charlie St. Cloud,Drama,6.4,Burr Steers,Charlie Tahan,31136950.0,Augustus Prew,44000000.0
Stake Land,Drama,6.5,Jim Mickle,Michael Cerveris,18469.0,Connor Paolo,650000.0
You Will Meet a Tall Dark Stranger,Comedy,6.3,Woody Allen,Naomi Watts,3247816.0,Anthony Hopkins,22000000.0
The Conspirator,Crime,6.9,Robert Redford,Tom Wilkinson,11538204.0,Robin Wright,25000000.0
Furry Vengeance,Comedy,3.8,Roger Kumble,Brooke Shields,17596256.0,Brendan Fraser,35000000.0
The Tempest,Comedy,5.4,Julie Taymor,Reeve Carney,263365.0,Djimon Hounsou,20000000.0
Extraordinary Measures,Drama,6.4,Tom Vaughan,Brendan Fraser,11854694.0,Harrison Ford,31000000.0
Yogi Bear,Animation,4.6,Eric Brevig,Tom Cavanagh,100169068.0,Justin Timberlake,80000000.0
My Soul to Take,Horror,4.8,Wes Craven,Emily Meade,14637490.0,Frank Grillo,25000000.0
The Warrior's Way,Action,6.3,Sngmoo Lee,Dong-gun Jang,5664251.0,Tony Cox,45000000.0
Hesher,Drama,7.0,Spencer Susser,Natalie Portman,382946.0,Joseph Gordon-Levitt,7000000.0
The Perfect Host,Comedy,6.8,Nick Tomnay,Clayne Crawford,48430.0,David Hyde Pierce,500000.0
Love Ranch,Biography,5.6,Taylor Hackford,Bai Ling,134904.0,Scout Taylor-Compton,25000000.0
Everything Must Go,Drama,6.4,Dan Rush,Scott Takeda,2711210.0,Will Ferrell,5000000.0
Thor,Action,7.0,Kenneth Branagh,Natalie Portman,181015141.0,Chris Hemsworth,150000000.0
Take Shelter,Drama,7.4,Jeff Nichols,Shea Whigham,1729969.0,Katy Mixon,5000000.0
Bridesmaids,Comedy,6.8,Paul Feig,Wendi McLendon-Covey,169076745.0,Matt Lucas,32500000.0
Fast Five,Action,7.3,Justin Lin,Vin Diesel,209805005.0,Paul Walker,125000000.0
Midnight in Paris,Comedy,7.7,Woody Allen,Audrey Fleurot,56816662.0,Kurt Fuller,17000000.0
Moneyball,Biography,7.6,Bennett Miller,Robin Wright,75605492.0,Philip Seymour Hoffman,50000000.0
Just Go with It,Comedy,6.4,Dennis Dugan,Bailee Madison,103028109.0,Adam Sandler,80000000.0
Drive,Crime,7.8,Nicolas Winding Refn,Albert Brooks,35054909.0,Ryan Gosling,15000000.0
Green Lantern,Action,5.5,Martin Campbell,Temuera Morrison,116593191.0,Ryan Reynolds,200000000.0
The Cabin in the Woods,Horror,7.0,Drew Goddard,Bradley Whitford,42043633.0,Chris Hemsworth,30000000.0
The Help,Drama,8.0,Tate Taylor,Bryce Dallas Howard,169705587.0,Emma Stone,25000000.0
"Crazy, Stupid, Love.",Comedy,7.4,Glenn Ficarra,Emma Stone,84244877.0,Ryan Gosling,50000000.0
No Strings Attached,Comedy,6.2,Ivan Reitman,Greta Gerwig,70625986.0,Natalie Portman,25000000.0
Sucker Punch,Action,6.0,Zack Snyder,Abbie Cornish,36381716.0,Jon Hamm,82000000.0
Warrior,Action,8.1,Gavin O'Connor,Frank Grillo,13651662.0,Tom Hardy,25000000.0
Kung Fu Panda 2,Animation,7.2,Jennifer Yuh Nelson,Gary Oldman,165230261.0,Angelina Jolie Pitt,150000000.0
Friends with Benefits,Comedy,6.5,Will Gluck,Justin Timberlake,55802754.0,Mila Kunis,35000000.0
Immortals,Action,6.0,Tarsem Singh,Daniel Sharman,83503161.0,Henry Cavill,75000000.0
X-Men: First Class,Action,7.7,Matthew Vaughn,Michael Fassbender,146405371.0,Jennifer Lawrence,160000000.0
Contagion,Drama,6.7,Steven Soderbergh,Monique Gabriela Curnen,75638743.0,Matt Damon,60000000.0
Bad Teacher,Comedy,5.6,Jake Kasdan,John Michael Higgins,100292856.0,Justin Timberlake,20000000.0
In Time,Action,6.7,Andrew Niccol,Olivia Wilde,37553932.0,Matt Bomer,40000000.0
One Day,Drama,7.0,Lone Scherfig,Jim Sturgess,13766014.0,Anne Hathaway,15000000.0
Scream 4,Horror,6.1,Wes Craven,Aimee Teegarden,38176892.0,Alison Brie,40000000.0
Shame,Drama,7.2,Steve McQueen,Nicole Beharie,4000304.0,Michael Fassbender,6500000.0
Mission: Impossible - Ghost Protocol,Action,7.4,Brad Bird,Jeremy Renner,209364921.0,Tom Cruise,145000000.0
Super 8,Mystery,7.0,J.J. Abrams,AJ Michalka,126975169.0,Joel Courtney,50000000.0
We Need to Talk About Kevin,Drama,7.5,Lynne Ramsay,Siobhan Fallon Hogan,1738692.0,Ezra Miller,7000000.0
Unknown,Action,6.8,Jaume Collet-Serra,Frank Langella,61094903.0,Liam Neeson,30000000.0
Transformers: Dark of the Moon,Action,6.2,Michael Bay,Lester Speight,352358779.0,Glenn Morshower,195000000.0
Tinker Tailor Soldier Spy,Drama,7.1,Tomas Alfredson,Colin Firth,24104113.0,Benedict Cumberbatch,20000000.0
Cars 2,Animation,6.1,John Lasseter,Thomas Kretschmann,191450875.0,Joe Mantegna,200000000.0
Rango,Animation,7.2,Gore Verbinski,Ray Winstone,123207194.0,Johnny Depp,135000000.0
Melancholia,Drama,7.2,Lars von Trier,Kirsten Dunst,3029870.0,Alexander Skarsgård,7400000.0
Source Code,Action,7.5,Duncan Jones,Cas Anvar,54696902.0,Jake Gyllenhaal,32000000.0
Real Steel,Action,7.0,Shawn Levy,Torey Michael Adkins,85463309.0,Hugh Jackman,110000000.0
Horrible Bosses,Comedy,6.8,Seth Gordon,Lindsay Sloane,117528646.0,Kevin Spacey,35000000.0
Rio,Animation,6.9,Carlos Saldanha,Wanda Sykes,143618384.0,Anne Hathaway,90000000.0
Sherlock Holmes: A Game of Shadows,Action,7.5,Guy Ritchie,Eddie Marsan,186830669.0,Robert Downey Jr.,125000000.0
Tower Heist,Action,6.2,Brett Ratner,Gabourey Sidibe,78009155.0,Matthew Broderick,75000000.0
Paul,Adventure,7.0,Greg Mottola,Nelson Ascencio,37371385.0,Bobby Lee,40000000.0
Rise of the Planet of the Apes,Action,7.5,Rupert Wyatt,David Oyelowo,176740650.0,James Franco,93000000.0
Your Highness,Adventure,5.5,David Gordon Green,Zooey Deschanel,21557240.0,Natalie Portman,49900000.0
The Lincoln Lawyer,Crime,7.3,Brad Furman,Margarita Levieva,57981889.0,Matthew McConaughey,40000000.0
Colombiana,Action,6.4,Olivier Megaton,Callum Blue,36665854.0,Jordi Mollà,40000000.0
Larry Crowne,Comedy,6.1,Tom Hanks,Rob Riggle,35565975.0,Tom Hanks,30000000.0
Abduction,Action,5.1,John Singleton,Benjamin J. Cain Jr.,28064226.0,Ken Arnold,35000000.0
A Separation,Drama,8.3,Asghar Farhadi,Leila Hatami,7098492.0,Shahab Hosseini,500000.0
Hugo,Drama,7.5,Martin Scorsese,Christopher Lee,73820094.0,Chloë Grace Moretz,170000000.0
The Adjustment Bureau,Romance,7.0,George Nolfi,Michael Kelly,62453315.0,Matt Damon,50200000.0
The Tree of Life,Drama,6.8,Terrence Malick,Tye Sheridan,13303319.0,Brad Pitt,32000000.0
Killer Joe,Crime,6.7,William Friedkin,Scott A. Martin,1987762.0,Matthew McConaughey,11000000.0
War Horse,Action,7.2,Steven Spielberg,Benedict Cumberbatch,79883359.0,Jeremy Irvine,66000000.0
The Change-Up,Comedy,6.3,David Dobkin,Olivia Wilde,37035845.0,Ryan Reynolds,52000000.0
The Raid: Redemption,Action,7.6,Gareth Evans,Yayan Ruhian,4105123.0,Iko Uwais,1100000.0
Margin Call,Drama,7.1,J.C. Chandor,Demi Moore,5354039.0,Kevin Spacey,3500000.0
Hanna,Action,6.8,Joe Wright,Vicky Krieps,40247512.0,Jessica Barden,30000000.0
50/50,Comedy,7.6,Jonathan Levine,Anna Kendrick,34963967.0,Joseph Gordon-Levitt,8000000.0
The Descendants,Comedy,7.3,Alexander Payne,Nick Krause,82624961.0,Shailene Woodley,20000000.0
The Adventures of Tintin,Animation,7.3,Steven Spielberg,Mackenzie Crook,77564037.0,Toby Jones,135000000.0
The Darkest Hour,Action,4.9,Chris Gorak,Veronika Vernadskaya,21426805.0,Max Minghella,30000000.0
Final Destination 5,Action,5.8,Steven Quale,Jacqueline MacInnes Wood,42575718.0,Emma Bell,40000000.0
I Am Number Four,Action,6.1,D.J. Caruso,Emily Wickersham,55092830.0,Alex Pettyfer,60000000.0
Drive Angry,Action,5.4,Patrick Lussier,Billy Burke,10706786.0,Nicolas Cage,50000000.0
Jack and Jill,Comedy,3.3,Dennis Dugan,Adam Sandler,74158157.0,Al Pacino,79000000.0
Zookeeper,Comedy,5.2,Frank Coraci,Leslie Bibb,80360866.0,Rosario Dawson,80000000.0
The Hangover Part II,Comedy,6.4,Todd Phillips,Mason Lee,254455986.0,Bradley Cooper,80000000.0
Hall Pass,Comedy,5.8,Bobby Farrelly,Larry Joe Campbell,45045037.0,Jenna Fischer,36000000.0
The Best Exotic Marigold Hotel,Comedy,7.3,John Madden,Penelope Wilton,46377022.0,Tom Wilkinson,10000000.0
The Grey,Action,6.8,Joe Carnahan,Frank Grillo,51533608.0,Liam Neeson,25000000.0
Take Me Home Tonight,Comedy,6.3,Michael Dowse,Michael Biehn,6923891.0,Topher Grace,23000000.0
The Mechanic,Action,6.6,Simon West,Tony Goldwyn,29113588.0,Jason Statham,40000000.0
Ghost Rider: Spirit of Vengeance,Action,4.3,Mark Neveldine,Spencer Wilding,51774002.0,Nicolas Cage,57000000.0
Battle Los Angeles,Action,5.7,Jonathan Liebesman,Jim Parrack,83552429.0,Noel Fisher,70000000.0
The Green Hornet,Action,5.8,Michel Gondry,Tom Wilkinson,98780042.0,Christoph Waltz,120000000.0
Killer Elite,Action,6.4,Gary McKendry,Robert De Niro,25093607.0,Jason Statham,35000000.0
J. Edgar,Biography,6.5,Clint Eastwood,Naomi Watts,37304950.0,Leonardo DiCaprio,35000000.0
Dream House,Drama,6.0,Jim Sheridan,Gregory Smith,21283440.0,Naomi Watts,55000000.0
Haywire,Action,5.8,Steven Soderbergh,Michael Fassbender,18934858.0,Channing Tatum,23000000.0
A Dangerous Method,Biography,6.4,David Cronenberg,Viggo Mortensen,5702083.0,Michael Fassbender,15000000.0
The Muppets,Adventure,7.1,James Bobin,Eric Jacobson,88625922.0,Bill Cobbs,45000000.0
The Smurfs,Animation,5.4,Raja Gosnell,Tim Gunn,142614158.0,Mahadeo Shivraj,110000000.0
The Ides of March,Drama,7.1,George Clooney,Philip Seymour Hoffman,40962534.0,Ryan Gosling,12500000.0
Soul Surfer,Biography,7.0,Sean McNamara,Chris Brochu,43853424.0,Dennis Quaid,18000000.0
The Artist,Comedy,7.9,Michel Hazanavicius,Ed Lauter,44667095.0,Bérénice Bejo,15000000.0
Water for Elephants,Drama,6.9,Francis Lawrence,Christoph Waltz,58700247.0,Robert Pattinson,38000000.0
Something Borrowed,Comedy,5.9,Luke Greenfield,Steve Howey,39026186.0,Ashley Williams,35000000.0
Johnny English Reborn,Action,6.3,Oliver Parker,Tim McInnerny,8129455.0,Daniel Kaluuya,45000000.0
Bucky Larson: Born to Be a Star,Comedy,3.2,Tom Brady,Kevin Nealon,2331318.0,Don Johnson,10000000.0
Diary of a Wimpy Kid: Rodrick Rules,Animation,6.5,David Bowers,Rachael Harris,52691009.0,Zachary Gordon,21000000.0
Kill List,Action,6.4,Ben Wheatley,Ben Crompton,26297.0,MyAnna Buring,500000.0
Attack the Block,Action,6.7,Joe Cornish,Luke Treadaway,1024175.0,John Boyega,13000000.0
The Guard,Comedy,7.3,John Michael McDonagh,Fionnula Flanagan,5359774.0,Don Cheadle,6000000.0
Young Adult,Comedy,6.3,Jason Reitman,Patton Oswalt,16300302.0,Charlize Theron,12000000.0
The Devil's Double,Biography,7.1,Lee Tamahori,Dominic Cooper,1357042.0,Mem Ferda,15000000.0
Another Earth,Drama,6.9,Mike Cahill,William Mapother,1316074.0,Robin Lord Taylor,100000.0
Like Crazy,Drama,6.7,Drake Doremus,Charlie Bewley,3388210.0,Jennifer Lawrence,250000.0
What's Your Number?,Comedy,6.1,Mark Mylod,Ari Graynor,13987482.0,Chris Evans,20000000.0
Puss in Boots,Animation,6.6,Chris Miller,Constance Marie,149234747.0,Salma Hayek,130000000.0
Beastly,Drama,5.6,Daniel Barnz,Mary-Kate Olsen,27854896.0,Alex Pettyfer,17000000.0
My Week with Marilyn,Biography,6.9,Simon Curtis,Toby Jones,14597405.0,Eddie Redmayne,6400000.0
Bernie,Biography,6.8,Richard Linklater,Brandon Smith,9203192.0,Matthew McConaughey,5000000.0
Silent House,Drama,5.3,Chris Kentis,Julia Taylor Ross,12555230.0,Eric Sheffer Stevens,2000000.0
Winnie the Pooh,Animation,7.2,Stephen J. Anderson,Robert Lopez,26687172.0,Craig Ferguson,30000000.0
Hobo with a Shotgun,Action,6.1,Jason Eisener,Robb Wells,703002.0,Gregory Smith,3000000.0
The Divide,Drama,5.8,Xavier Gens,Lauren German,22000.0,Michael Biehn,3000000.0
Red Riding Hood,Fantasy,5.5,Catherine Hardwicke,Billy Burke,37652565.0,Gary Oldman,42000000.0
The Roommate,Drama,4.8,Christian E. Christiansen,Danneel Ackles,37300107.0,Leighton Meester,16000000.0
Monte Carlo,Adventure,5.8,Thomas Bezucha,Luke Bracey,23179303.0,Leighton Meester,20000000.0
The Rite,Drama,6.0,Mikael Håfström,Colin O'Donoghue,33037754.0,Anthony Hopkins,37000000.0
New Year's Eve,Comedy,5.7,Garry Marshall,Common,54540525.0,Robert De Niro,56000000.0
Extremely Loud & Incredibly Close,Adventure,6.9,Stephen Daldry,Thomas Horn,31836745.0,Tom Hanks,40000000.0
Alvin and the Chipmunks: Chipwrecked,Animation,4.3,Mike Mitchell,Jesse McCartney,133103929.0,Amy Poehler,75000000.0
Our Idiot Brother,Comedy,6.4,Jesse Peretz,Adam Scott,24809547.0,Zooey Deschanel,5000000.0
Weekend,Drama,7.6,Andrew Haigh,Chris New,469947.0,Tom Cullen,120000.0
Sanctum,Action,5.9,Alister Grierson,Rhys Wakefield,23070045.0,Ioan Gruffudd,30000000.0
The Big Year,Comedy,6.2,David Frankel,Kevin Pollak,7204138.0,Joel McHale,41000000.0
Straw Dogs,Action,5.8,Rod Lurie,Laz Alonso,10324441.0,Alexander Skarsgård,25000000.0
Machine Gun Preacher,Action,6.8,Marc Forster,Madeline Carroll,537580.0,Gerard Butler,30000000.0
30 Minutes or Less,Action,6.1,Ruben Fleischer,Dilshad Vadsaria,37053924.0,Bianca Kajlich,28000000.0
The Iron Lady,Biography,6.4,Phyllida Lloyd,Jim Broadbent,29959436.0,Meryl Streep,13000000.0
Your Sister's Sister,Comedy,6.7,Lynn Shelton,Mike Birbiglia,1573712.0,Mark Duplass,125000.0
Mr. Popper's Penguins,Comedy,6.0,Mark Waters,Ophelia Lovibond,68218041.0,Madeline Carroll,55000000.0
Courageous,Drama,7.0,Alex Kendrick,Alex Kendrick,34522221.0,Ben Davies,2000000.0
Apollo 18,Horror,5.2,Gonzalo López-Gallego,Ryan Robbins,17683670.0,Warren Christie,5000000.0
Anonymous,Drama,6.9,Roland Emmerich,Joely Richardson,4463292.0,Vanessa Redgrave,30000000.0
Hop,Animation,5.4,Tim Hill,Elizabeth Perkins,108012170.0,Gary Cole,63000000.0
The Beaver,Drama,6.6,Jodie Foster,Cherry Jones,958319.0,Jennifer Lawrence,21000000.0
"Big Mommas: Like Father, Like Son",Action,4.4,John Whitesell,Tony Curran,37911876.0,Brandon T. Jackson,32000000.0
The Dilemma,Comedy,5.3,Ron Howard,Clint Howard,48430355.0,Channing Tatum,70000000.0
Dolphin Tale,Drama,6.8,Charles Martin Smith,Michael Roark,72279690.0,Morgan Freeman,37000000.0
Django Unchained,Drama,8.4,Quentin Tarantino,Christoph Waltz,162804648.0,Leonardo DiCaprio,100000000.0
The Hobbit: An Unexpected Journey,Adventure,7.8,Peter Jackson,Adam Brown,303001229.0,Aidan Turner,180000000.0
The Hunger Games,Action,7.2,Gary Ross,Josh Hutcherson,407999255.0,Jennifer Lawrence,78000000.0
The Dark Knight Rises,Action,8.4,Christopher Nolan,Christian Bale,448130642.0,Tom Hardy,250000000.0
Pitch Perfect,Comedy,7.1,Jason Moore,Hana Mae Lee,64998368.0,Anna Kendrick,17000000.0
This Is 40,Comedy,6.2,Judd Apatow,Maude Apatow,67523385.0,Charlyne Yi,35000000.0
The Hunt,Drama,8.3,Thomas Vinterberg,Alexandra Rapaport,610968.0,Thomas Bo Larsen,3800000.0
Prometheus,Adventure,7.0,Ridley Scott,Charlize Theron,126464904.0,Michael Fassbender,130000000.0
Moonrise Kingdom,Comedy,7.8,Wes Anderson,Bill Murray,45507053.0,Bruce Willis,16000000.0
The Impossible,Drama,7.6,J.A. Bayona,Geraldine Chaplin,18996755.0,Naomi Watts,45000000.0
Argo,Biography,7.7,Ben Affleck,Scoot McNairy,136019448.0,Clea DuVall,44500000.0
The Twilight Saga: Breaking Dawn - Part 2,Adventure,5.5,Bill Condon,Kristen Stewart,292298923.0,Robert Pattinson,120000000.0
Jack Reacher,Action,7.0,Christopher McQuarrie,Robert Duvall,80033643.0,Tom Cruise,60000000.0
Zero Dark Thirty,Drama,7.4,Kathryn Bigelow,Harold Perrineau,95720716.0,Jennifer Ehle,40000000.0
Cloud Atlas,Action,7.4,Tom Tykwer,Jim Sturgess,27098580.0,Tom Hanks,102000000.0
Skyfall,Action,7.7,Sam Mendes,Helen McCrory,304360277.0,Albert Finney,200000000.0
The Perks of Being a Wallflower,Drama,7.9,Stephen Chbosky,Ezra Miller,17738570.0,Logan Lerman,13000000.0
The Amazing Spider-Man,Action,6.9,Marc Webb,Andrew Garfield,262030663.0,Emma Stone,230000000.0
Silver Linings Playbook,Comedy,7.7,David O. Russell,Robert De Niro,132088910.0,Jennifer Lawrence,21000000.0
Snow White and the Huntsman,Action,6.1,Rupert Sanders,Kristen Stewart,155111815.0,Chris Hemsworth,170000000.0
The Master,Drama,7.2,Paul Thomas Anderson,Jeffrey W. Jenkins,16377274.0,Mike Howard,32000000.0
Looper,Action,7.4,Rian Johnson,Bruce Willis,66468315.0,Joseph Gordon-Levitt,30000000.0
Killing Them Softly,Crime,6.2,Andrew Dominik,Sam Shepard,14938570.0,Brad Pitt,15000000.0
Flight,Drama,7.3,Robert Zemeckis,Bruce Greenwood,93749203.0,Denzel Washington,31000000.0
21 Jump Street,Action,7.2,Phil Lord,Dax Flame,138447667.0,Channing Tatum,42000000.0
Ted,Comedy,6.9,Seth MacFarlane,Seth MacFarlane,218628680.0,Mila Kunis,50000000.0
Sinister,Horror,6.8,Scott Derrickson,Victoria Leigh,48056940.0,Danielle Kotch,3000000.0
This Means War,Action,6.3,McG,Abigail Spencer,54758461.0,Tom Hardy,65000000.0
That's My Boy,Comedy,5.5,Sean Anders,Leighton Meester,36931089.0,Adam Sandler,70000000.0
Lincoln,Biography,7.3,Steven Spielberg,Hal Holbrook,182204440.0,Joseph Gordon-Levitt,65000000.0
Brave,Animation,7.1,Mark Andrews,John Ratzenberger,237282182.0,Kelly Macdonald,185000000.0
The Place Beyond the Pines,Crime,7.3,Derek Cianfrance,Ben Mendelsohn,21383298.0,Ryan Gosling,15000000.0
Dredd,Action,7.1,Pete Travis,Jason Cope,13401683.0,Wood Harris,35000000.0
Dark Shadows,Comedy,6.2,Tim Burton,Chloë Grace Moretz,79711678.0,Johnny Depp,100000000.0
John Carter,Action,6.6,Andrew Stanton,Samantha Morton,73058679.0,Daryl Sabara,263700000.0
Battleship,Action,5.8,Peter Berg,Alexander Skarsgård,65173160.0,Liam Neeson,209000000.0
Magic Mike,Comedy,6.1,Steven Soderbergh,Alex Pettyfer,113709992.0,Channing Tatum,7000000.0
Hotel Transylvania,Animation,7.1,Genndy Tartakovsky,Adam Sandler,148313048.0,Steve Buscemi,85000000.0
Spring Breakers,Crime,5.3,Harmony Korine,Heather Morris,14123773.0,James Franco,5000000.0
Underworld: Awakening,Action,6.3,Måns Mårlind,Stephen Rea,62321039.0,Theo James,70000000.0
Safe House,Action,6.7,Daniel Espinosa,Ryan Reynolds,126149655.0,Denzel Washington,85000000.0
Seeking a Friend for the End of the World,Adventure,6.7,Lorene Scafaria,Mark Moses,6619173.0,Steve Carell,10000000.0
The Bourne Legacy,Action,6.6,Tony Gilroy,Scott Glenn,113165635.0,Jeremy Renner,125000000.0
Abraham Lincoln: Vampire Hunter,Action,5.9,Timur Bekmambetov,Dominic Cooper,37516013.0,Rufus Sewell,69000000.0
Wreck-It Ralph,Animation,7.7,Rich Moore,Sarah Silverman,189412677.0,Jack McBrayer,165000000.0
American Reunion,Comedy,6.7,Jon Hurwitz,Dania Ramirez,56724080.0,Alyson Hannigan,50000000.0
Savages,Crime,6.5,Oliver Stone,Shea Whigham,47307550.0,Demián Bichir,45000000.0
Life of Pi,Adventure,7.9,Ang Lee,Rafe Spall,124976634.0,Suraj Sharma,120000000.0
Resident Evil: Retribution,Action,5.4,Paul W.S. Anderson,Boris Kodjoe,42345531.0,Milla Jovovich,65000000.0
Men in Black 3,Action,6.8,Barry Sonnenfeld,Michael Stuhlbarg,179020854.0,Will Smith,225000000.0
Journey 2: The Mysterious Island,Action,5.8,Brad Peyton,Dwayne Johnson,103812241.0,Josh Hutcherson,79000000.0
Seven Psychopaths,Comedy,7.2,Martin McDonagh,Gabourey Sidibe,14989761.0,Abbie Cornish,15000000.0
Rock of Ages,Comedy,5.9,Adam Shankman,Shane Hartline,38509342.0,James Martin Kelly,75000000.0
The Dictator,Comedy,6.4,Larry Charles,Aasif Mandvi,59617068.0,Sayed Badreya,65000000.0
The Watch,Comedy,5.7,Akiva Schaffer,Nicholas Braun,34350553.0,Will Forte,68000000.0
The Expendables 2,Action,6.6,Simon West,Sylvester Stallone,85017401.0,Jason Statham,92000000.0
Safety Not Guaranteed,Comedy,7.0,Colin Trevorrow,Mark Duplass,4007792.0,Mary Lynn Rajskub,750000.0
Chronicle,Adventure,7.0,Josh Trank,Alex Russell,64572496.0,Michael Kelly,12000000.0
End of Watch,Action,7.6,David Ayer,Anna Kendrick,40983001.0,Jake Gyllenhaal,7000000.0
Wrath of the Titans,Action,5.7,Jonathan Liebesman,Edgar Ramírez,83640426.0,Liam Neeson,150000000.0
Mud,Drama,7.4,Jeff Nichols,Tye Sheridan,21589307.0,Matthew McConaughey,10000000.0
Man on a Ledge,Action,6.6,Asger Leth,Mandy Gonzalez,18600911.0,Robert Clohessy,42000000.0
Diary of a Wimpy Kid: Dog Days,Animation,6.3,David Bowers,Rachael Harris,49002815.0,Zachary Gordon,22000000.0
The Lucky One,Drama,6.5,Scott Hicks,Riley Thomas Stewart,60443237.0,Blythe Danner,25000000.0
Rise of the Guardians,Animation,7.3,Peter Ramsey,Kamil McFadden,103400692.0,Hugh Jackman,145000000.0
The Iceman,Biography,6.8,Ariel Vromen,James Franco,1939441.0,Chris Evans,10000000.0
Maniac,Horror,6.1,Franck Khalfoun,Nora Arnezeder,12843.0,America Olivo,6000000.0
Madagascar 3: Europe's Most Wanted,Animation,6.8,Eric Darnell,Martin Short,216366733.0,Jada Pinkett Smith,145000000.0
The Five-Year Engagement,Comedy,6.2,Nicholas Stoller,Jacki Weaver,28644770.0,Alison Brie,30000000.0
House at the End of the Street,Drama,5.6,Mark Tonderai,Nolan Gerard Funk,31607598.0,Jennifer Lawrence,6900000.0
The Sessions,Biography,7.2,Ben Lewin,Adam Arkin,5997134.0,W. Earl Brown,1000000.0
The Woman in Black,Drama,6.4,James Watkins,Roger Allam,54322273.0,Daniel Radcliffe,17000000.0
Think Like a Man,Comedy,6.5,Tim Story,Romany Malco,91547205.0,Chris Brown,12000000.0
The Vow,Drama,6.8,Michael Sucsy,Lucas Bryant,125014030.0,Channing Tatum,30000000.0
Taken 2,Action,6.3,Olivier Megaton,Luke Grimes,139852971.0,Liam Neeson,45000000.0
Compliance,Crime,6.4,Craig Zobel,Matt Servitto,318622.0,Dreama Walker,270000.0
Hit and Run,Action,6.1,David Palmer,Tom Arnold,13746550.0,Bradley Cooper,2000000.0
Act of Valor,Action,6.5,Mike McCoy,Jason Cottle,70011073.0,Alex Veadov,12000000.0
On the Road,Adventure,6.1,Walter Salles,Viggo Mortensen,717753.0,Kristen Stewart,25000000.0
Bullet to the Head,Action,5.7,Walter Hill,Jason Momoa,9483821.0,Sylvester Stallone,55000000.0
Ice Age: Continental Drift,Animation,6.5,Steve Martino,Josh Gad,161317423.0,Peter Dinklage,95000000.0
Mirror Mirror,Adventure,5.6,Tarsem Singh,Nathan Lane,64933670.0,Julia Roberts,85000000.0
The Lords of Salem,Horror,5.2,Rob Zombie,Dee Wallace,1163508.0,Sid Haig,2500000.0
Step Up Revolution,Drama,6.4,Scott Speer,Stephen Boss,35057332.0,Ryan Guzman,33000000.0
The Possession,Horror,5.9,Ole Bornedal,Madison Davenport,49122319.0,Kyra Sedgwick,14000000.0
The Brass Teapot,Comedy,6.4,Ramaa Mosley,Michael Angarano,6643.0,Jack McBrayer,900000.0
Alex Cross,Action,5.2,Rob Cohen,Chad Lindberg,25863915.0,Cicely Tyson,35000000.0
Amour,Drama,7.9,Michael Haneke,Emmanuelle Riva,225377.0,Isabelle Huppert,8900000.0
What to Expect When You're Expecting,Comedy,5.7,Kirk Jones,Dennis Quaid,41102171.0,Anna Kendrick,40000000.0
Here Comes the Boom,Action,6.4,Frank Coraci,Reggie Lee,45290318.0,Salma Hayek,42000000.0
The Collection,Horror,6.1,Marcus Dunstan,Johanna Braddy,6842058.0,Daniel Sharman,10000000.0
To Rome with Love,Comedy,6.3,Woody Allen,Judy Davis,16684352.0,Ornella Muti,17000000.0
ParaNorman,Animation,7.0,Chris Butler,Kodi Smit-McPhee,55994557.0,Anna Kendrick,60000000.0
Contraband,Action,6.4,Baltasar Kormákur,David O'Hara,66489425.0,J.K. Simmons,25000000.0
Arbitrage,Drama,6.6,Nicholas Jarecki,Curtiss Cook,7918283.0,Nate Parker,12000000.0
The Man with the Iron Fists,Action,5.4,RZA,RZA,15608545.0,Rick Yune,15000000.0
The Campaign,Comedy,6.1,Jay Roach,Thomas Middleditch,86897182.0,Will Ferrell,95000000.0
Frankenweenie,Animation,6.9,Tim Burton,Catherine O'Hara,35287788.0,Martin Landau,39000000.0
The Guilt Trip,Comedy,5.7,Anne Fletcher,Tom Virtue,37101011.0,Miriam Margolyes,40000000.0
The Words,Drama,7.0,Brian Klugman,Bradley Cooper,11434867.0,J.K. Simmons,6000000.0
Beasts of the Southern Wild,Adventure,7.3,Benh Zeitlin,Gina Montana,12784397.0,Quvenzhané Wallis,1800000.0
Red Tails,Action,5.9,Anthony Hemingway,Nate Parker,49875589.0,David Oyelowo,58000000.0
The Cold Light of Day,Action,4.9,Mabrouk El Mechri,Bruce Willis,3749061.0,Henry Cavill,20000000.0
The Apparition,Horror,4.1,Todd Lincoln,Rick Gomez,4930798.0,Julianna Guill,17000000.0
Lockout,Action,6.1,James Mather,Vincent Regan,14291570.0,Joseph Gilgun,20000000.0
Chasing Mavericks,Biography,7.1,Michael Apted,Abigail Spencer,6002756.0,Gerard Butler,20000000.0
One for the Money,Action,5.3,Julie Anne Robinson,Debbie Reynolds,26404753.0,Fisher Stevens,40000000.0
Bachelorette,Comedy,5.3,Leslye Headland,Adam Scott,418268.0,Kirsten Dunst,3000000.0
Parental Guidance,Comedy,6.0,Andy Fickman,Gedde Watanabe,77264926.0,Bailee Madison,25000000.0
The Raven,Crime,6.4,James McTeigue,Dave Legeno,16005978.0,Pam Ferris,26000000.0
Stolen,Action,5.5,Simon West,Mark Valley,183125.0,Nicolas Cage,35000000.0
Paranormal Activity 4,Horror,4.6,Henry Joost,Brendon Eggertsen,53884821.0,Matt Shively,5000000.0
